BER,OSNR,InputPower,Failures
2.03e-07,25.2,-20.1,0
2.04e-07,25.3,-20.1,0
3.01e-08,38.5,-20.1,0
2.01e-07,25.2,-20.1,0
2.91e-08,38.5,-20.1,0
2.68e-08,38.6,-20.1,0
2.02e-07,25.1,-20.1,0
2.49e-08,38.5,-20.1,0
2.06e-07,25.4,-20.1,0
2.06e-07,25.1,-20.1,0
2.48e-08,38.6,-20.1,0
2.07e-07,25.2,-20.1,0
2.5e-08,38.6,-20.1,0
2.07e-07,25.4,-20.6,0
1.89e-08,38.6,-20.6,0
2.34e-07,25.1,-20.6,0
2.51e-08,38.6,-20.6,0
2.49e-07,24.9,-20.6,0
2.41e-08,38.6,-20.6,0
2.5e-07,25.0,-20.6,0
2.36e-08,38.6,-20.6,0
2.54e-07,25.1,-20.6,0
2.47e-08,38.6,-20.6,0
2.57e-07,25.1,-20.6,0
2.42e-08,38.5,-20.6,0
2.39e-08,38.5,-20.6,0
2.6e-07,25.2,-20.6,0
2.62e-07,25.1,-20.6,0
2.33e-08,38.6,-20.6,0
2.43e-08,38.6,-20.6,0
2.68e-07,25.2,-20.6,0
2.69e-07,24.9,-20.6,0
1.79e-08,38.6,-20.6,0
2.37e-08,38.5,-20.6,0
2.72e-07,25.0,-20.6,0
2.38e-08,37.0,-20.6,0
2.69e-07,24.9,-20.6,0
2.52e-08,38.6,-20.6,0
2.65e-07,25.1,-20.6,0
2.47e-08,37.6,-20.6,0
2.65e-07,25.0,-20.6,0
2.58e-07,25.2,-20.6,0
2.45e-08,38.6,-20.6,0
2.55e-07,25.1,-20.6,0
2.47e-08,38.6,-20.6,0
2.58e-08,38.6,-20.6,0
2.55e-07,25.2,-20.6,0
2.51e-07,25.0,-20.6,0
2.49e-08,38.6,-20.6,0
2.34e-08,38.6,-20.6,0
2.48e-07,25.1,-20.6,0
2.46e-07,25.0,-21.0,0
2.48e-08,38.5,-21.0,0
2.53e-08,38.6,-21.0,0
2.94e-07,25.0,-21.0,0
2.98e-07,24.6,-21.0,0
2.43e-08,38.6,-21.0,0
2.94e-07,24.8,-21.0,0
2.48e-08,38.5,-21.0,0
2.95e-07,24.8,-21.0,0
2.5e-08,38.6,-21.0,0
2.94e-07,24.9,-21.0,0
2.53e-08,38.5,-21.0,0
2.48e-08,38.6,-21.0,0
2.95e-07,25.0,-21.0,0
2.91e-07,24.6,-21.0,0
2.51e-08,38.6,-21.0,0
2.55e-08,38.5,-21.0,0
2.93e-07,24.7,-21.0,0
2.54e-08,38.5,-21.0,0
2.91e-07,24.7,-21.0,0
2.59e-08,38.6,-21.0,0
2.9e-07,24.7,-21.0,0
2.87e-07,24.7,-21.0,0
2.6e-08,38.6,-21.0,0
2.86e-07,24.7,-21.0,0
2.67e-08,38.5,-21.0,0
2.86e-07,24.7,-21.0,0
2.81e-08,38.6,-21.0,0
2.13e-07,24.7,-21.0,0
2.58e-08,38.6,-21.0,0
2.49e-08,38.5,-21.0,0
2.82e-07,24.7,-21.0,0
2.51e-08,38.5,-21.0,0
2.84e-07,24.7,-21.0,0
2.51e-08,37.1,-21.0,0
2.86e-07,24.5,-21.0,0
2.88e-07,24.9,-20.6,0
2.59e-08,38.6,-20.6,0
2.56e-08,38.6,-20.6,0
2.85e-07,24.7,-20.6,0
2.69e-08,38.5,-20.6,0
2.41e-07,25.3,-20.6,0
2.59e-08,37.7,-20.6,0
2.45e-07,25.0,-20.6,0
2.57e-08,38.5,-20.6,0
2.49e-07,25.2,-20.6,0
2.57e-08,38.6,-20.6,0
2.52e-07,24.9,-20.6,0
2.61e-08,38.5,-20.6,0
2.5e-07,25.0,-20.6,0
2.5e-07,25.1,-20.6,0
2.64e-08,38.6,-20.6,0
2.75e-08,38.6,-20.6,0
2.5e-07,25.1,-20.6,0
1.98e-08,37.5,-20.6,0
2.5e-07,25.1,-20.6,0
2.7e-08,38.5,-20.6,0
2.49e-07,25.0,-20.6,0
2.71e-08,38.5,-20.6,0
2.46e-07,25.0,-20.6,0
2.49e-07,25.1,-20.6,0
2.73e-08,38.6,-20.6,0
2.47e-07,25.1,-20.6,0
2.6e-08,38.1,-20.6,0
2.47e-07,25.4,-20.6,0
2.64e-08,37.8,-20.6,0
2.65e-08,38.5,-20.6,0
2.47e-07,25.2,-20.6,0
2.67e-08,36.9,-20.6,0
2.49e-07,24.9,-20.6,0
2.52e-07,25.1,-20.6,0
2.58e-08,38.5,-20.6,0
2.54e-08,38.5,-20.6,0
2.48e-07,24.9,-20.6,0
2.58e-08,38.5,-20.1,0
2.54e-07,25.1,-20.1,0
2.58e-08,38.6,-20.1,0
2.43e-07,25.2,-20.1,0
2.55e-08,38.6,-20.1,0
2.17e-07,25.2,-20.1,0
2.53e-08,38.5,-20.1,0
2.13e-07,25.4,-20.1,0
2.14e-07,25.3,-20.1,0
2.52e-08,38.5,-20.1,0
1.61e-07,25.1,-20.1,0
2.47e-08,38.6,-20.1,0
2.17e-07,25.5,-20.1,0
2.4e-08,38.5,-20.1,0
2.18e-07,25.3,-20.1,0
2.55e-08,38.6,-20.1,0
2.17e-07,25.5,-20.1,0
2.52e-08,38.6,-20.1,0
2.47e-08,38.5,-20.1,0
2.2e-07,25.4,-20.1,0
2.23e-07,25.1,-20.1,0
2.5e-08,38.6,-20.1,0
2.4e-08,38.6,-20.1,0
2.26e-07,25.5,-20.1,0
2.5e-08,38.6,-20.1,0
2.22e-07,25.4,-20.1,0
2.5e-08,38.6,-20.1,0
2.24e-07,25.5,-20.1,0
2.46e-08,38.5,-20.1,0
2.25e-07,25.4,-20.1,0
2.47e-08,38.6,-20.1,0
2.28e-07,25.3,-20.1,0
2.27e-07,25.2,-20.1,0
2.45e-08,38.5,-20.1,0
2.26e-07,25.2,-20.1,0
2.41e-08,38.6,-20.1,0
2.29e-07,25.4,-20.1,0
2.37e-08,38.5,-20.1,0
2.38e-08,38.6,-19.6,0
2.31e-07,25.3,-19.6,0
2.09e-07,25.5,-19.6,0
2.26e-08,38.6,-19.6,0
1.96e-07,25.6,-19.6,0
2.25e-08,38.6,-19.6,0
2.33e-08,38.6,-19.6,0
1.94e-07,25.8,-19.6,0
1.94e-07,25.6,-19.6,0
2.31e-08,38.6,-19.6,0
1.97e-07,25.6,-19.6,0
2.34e-08,38.6,-19.6,0
2.26e-08,38.5,-19.6,0
1.96e-07,25.6,-19.6,0
1.97e-07,25.6,-19.6,0
2.32e-08,38.6,-19.6,0
2.23e-08,38.6,-19.6,0
1.98e-07,25.6,-19.6,0
1.96e-07,25.7,-19.6,0
2.28e-08,38.6,-19.6,0
2.3e-08,37.8,-19.6,0
1.99e-07,25.6,-19.6,0
2.31e-08,38.5,-19.6,0
2e-07,25.8,-19.6,0
2.25e-08,38.6,-19.6,0
1.97e-07,25.5,-19.6,0
1.98e-07,25.8,-19.6,0
1.74e-08,38.6,-19.6,0
2.32e-08,38.6,-19.6,0
1.99e-07,25.7,-19.6,0
1.98e-07,25.7,-19.6,0
2.28e-08,38.5,-19.6,0
2.25e-08,38.6,-19.6,0
2e-07,25.6,-19.6,0
2.36e-08,38.5,-19.6,0
2.01e-07,25.7,-19.6,0
2.03e-07,25.6,-19.6,0
2.34e-08,38.6,-19.6,0
2.32e-08,38.6,-19.2,0
2.03e-07,25.5,-19.2,0
2.27e-08,38.6,-19.2,0
1.84e-07,25.6,-19.2,0
2.24e-08,38.6,-19.2,0
1.78e-07,25.9,-19.2,0
1.72e-08,38.6,-19.2,0
1.77e-07,25.7,-19.2,0
2.2e-08,38.5,-19.2,0
1.8e-07,25.8,-19.2,0
2.29e-08,38.6,-19.2,0
1.81e-07,26.0,-19.2,0
2.22e-08,38.6,-19.2,0
1.8e-07,25.9,-19.2,0
2.24e-08,38.6,-19.2,0
1.8e-07,26.0,-19.2,0
1.81e-07,25.5,-19.2,0
1.65e-08,38.5,-19.2,0
1.34e-07,25.9,-19.2,0
2.21e-08,38.5,-19.2,0
1.77e-07,25.6,-19.2,0
2.22e-08,38.6,-19.2,0
1.79e-07,26.0,-19.2,0
2.27e-08,38.6,-19.2,0
2.23e-08,38.6,-19.2,0
1.82e-07,26.0,-19.2,0
2.32e-08,38.5,-19.2,0
1.82e-07,25.7,-19.2,0
1.85e-07,25.6,-19.2,0
2.32e-08,38.5,-19.2,0
2.25e-08,38.6,-19.2,0
1.81e-07,25.8,-19.2,0
1.8e-07,25.7,-19.2,0
2.32e-08,38.5,-19.2,0
1.8e-07,25.6,-19.2,0
2.26e-08,38.6,-19.2,0
1.83e-07,25.8,-19.6,0
2.03e-08,38.6,-19.6,0
1.84e-07,25.6,-19.6,0
2.18e-08,38.6,-19.6,0
2.19e-08,38.6,-19.6,0
2.03e-07,25.6,-19.6,0
2.27e-08,38.5,-19.6,0
2.04e-07,25.5,-19.6,0
2.03e-07,25.3,-19.6,0
2.22e-08,38.6,-19.6,0
2.15e-08,38.6,-19.6,0
1.5e-07,25.4,-19.6,0
2.19e-08,38.6,-19.6,0
1.98e-07,25.6,-19.6,0
2.3e-08,38.5,-19.6,0
1.97e-07,25.5,-19.6,0
2.28e-08,38.6,-19.6,0
1.98e-07,25.6,-19.6,0
1.97e-07,25.3,-19.6,0
2.25e-08,38.5,-19.6,0
2.22e-08,38.5,-19.6,0
1.97e-07,25.6,-19.6,0
2.28e-08,38.5,-19.6,0
1.98e-07,25.4,-19.6,0
1.96e-07,25.6,-19.6,0
2.17e-08,38.5,-19.6,0
1.94e-07,25.6,-19.6,0
2.24e-08,38.5,-19.6,0
1.92e-07,25.6,-19.6,0
2.2e-08,37.9,-19.6,0
1.94e-07,25.9,-19.6,0
2.23e-08,38.6,-19.6,0
2.25e-08,38.5,-19.6,0
1.94e-07,25.8,-19.6,0
1.92e-07,25.7,-19.6,0
2.27e-08,38.6,-19.6,0
1.9e-07,25.8,-19.6,0
2.35e-08,38.6,-19.6,0
1.91e-07,25.7,-20.1,0
2.32e-08,38.6,-20.1,0
2.26e-08,38.6,-20.1,0
2.03e-07,25.6,-20.1,0
2.29e-08,38.6,-20.1,0
2.21e-07,25.3,-20.1,0
2.19e-08,38.6,-20.1,0
2.23e-07,25.4,-20.1,0
2.22e-07,25.4,-20.1,0
2.33e-08,38.6,-20.1,0
2.28e-08,38.5,-20.1,0
2.18e-07,25.4,-20.1,0
2.19e-07,25.2,-20.1,0
2.09e-08,38.6,-20.1,0
2.15e-08,38.6,-20.1,0
2.19e-07,25.2,-20.1,0
2.14e-08,38.5,-20.1,0
2.2e-07,25.7,-20.1,0
2.24e-08,38.6,-20.1,0
2.19e-07,25.3,-20.1,0
2.08e-08,38.6,-20.1,0
2.18e-07,25.4,-20.1,0
2.21e-07,25.3,-20.1,0
2.11e-08,38.5,-20.1,0
2.08e-08,38.6,-20.1,0
2.18e-07,25.4,-20.1,0
2.12e-08,38.5,-20.1,0
2.17e-07,25.1,-20.1,0
2.18e-07,25.2,-20.1,0
2.05e-08,38.6,-20.1,0
2.2e-08,38.6,-20.1,0
2.19e-07,25.1,-20.1,0
2.13e-08,38.5,-20.1,0
2.18e-07,25.4,-20.1,0
2.17e-07,25.3,-20.1,0
1.62e-08,38.5,-20.1,0
2.17e-07,25.4,-20.1,0
2.04e-08,38.5,-20.1,0
2.16e-07,25.4,-20.6,0
2.12e-08,38.5,-20.6,0
2.41e-07,25.3,-20.6,0
2.09e-08,38.5,-20.6,0
2.59e-07,25.0,-20.6,0
2.1e-08,38.6,-20.6,0
2.06e-08,38.6,-20.6,0
2.63e-07,25.0,-20.6,0
2.1e-08,38.6,-20.6,0
2.61e-07,25.1,-20.6,0
2.1e-08,38.6,-20.6,0
2.58e-07,25.3,-20.6,0
2.09e-08,38.6,-20.6,0
2.58e-07,24.9,-20.6,0
2.09e-08,38.6,-20.6,0
2.64e-07,25.3,-20.6,0
2.17e-08,38.6,-20.6,0
2.64e-07,25.2,-20.6,0
1.97e-08,38.5,-20.6,0
2.63e-07,25.2,-20.6,0
2.02e-08,38.6,-20.6,0
2.61e-07,25.0,-20.6,0
2.03e-08,38.6,-20.6,0
2.61e-07,25.2,-20.6,0
2.09e-08,38.5,-20.6,0
2.66e-07,25.3,-20.6,0
1.97e-08,38.6,-20.6,0
2.64e-07,25.0,-20.6,0
1.98e-08,38.6,-20.6,0
2.61e-07,25.3,-20.6,0
1.52e-08,38.6,-20.6,0
2.62e-07,25.2,-20.6,0
1.98e-08,38.6,-20.6,0
2.61e-07,25.1,-20.6,0
2.08e-08,38.6,-20.6,0
2.61e-07,25.2,-20.6,0
2.1e-08,38.6,-21.0,0
2.63e-07,25.0,-21.0,0
2.06e-08,38.5,-21.0,0
2.68e-07,25.2,-21.0,0
2.02e-08,38.5,-21.0,0
3.15e-07,24.9,-21.0,0
2.08e-08,38.6,-21.0,0
3.19e-07,24.9,-21.0,0
2.04e-08,38.6,-21.0,0
3.19e-07,24.8,-21.0,0
2.1e-08,38.6,-21.0,0
3.19e-07,24.8,-21.0,0
2.02e-08,38.6,-21.0,0
3.21e-07,25.0,-21.0,0
2.1e-08,38.5,-21.0,0
3.21e-07,24.6,-21.0,0
2.11e-08,38.5,-21.0,0
3.22e-07,24.8,-21.0,0
2.07e-08,38.6,-21.0,0
3.21e-07,24.7,-21.0,0
2.13e-08,38.5,-21.0,0
3.19e-07,24.7,-21.0,0
2.16e-08,38.6,-21.0,0
3.18e-07,25.1,-21.0,0
2.08e-08,38.6,-21.0,0
3.2e-07,24.8,-21.0,0
2.04e-08,38.6,-21.0,0
3.18e-07,24.9,-21.0,0
2.08e-08,38.6,-21.0,0
3.2e-07,24.8,-21.0,0
1.98e-08,37.9,-21.0,0
3.21e-07,24.9,-21.0,0
2.07e-08,38.6,-21.0,0
3.22e-07,24.8,-21.0,0
2.1e-08,38.6,-21.0,0
3.19e-07,25.0,-21.0,0
2.15e-08,38.6,-21.0,0
3.2e-07,24.9,-21.0,0
2.03e-08,38.6,-20.6,0
3.17e-07,24.8,-20.6,0
1.52e-08,38.5,-20.6,0
2.76e-07,25.1,-20.6,0
2.01e-08,38.6,-20.6,0
2.61e-07,25.2,-20.6,0
2.08e-08,38.6,-20.6,0
2.65e-07,25.0,-20.6,0
1.98e-08,38.6,-20.6,0
2.65e-07,25.3,-20.6,0
2e-08,38.5,-20.6,0
2.63e-07,25.1,-20.6,0
2.09e-08,38.6,-20.6,0
2.59e-07,25.1,-20.6,0
2.02e-08,38.6,-20.6,0
2.63e-07,25.1,-20.6,0
2.03e-08,38.6,-20.6,0
2.66e-07,25.1,-20.6,0
2.05e-08,38.6,-20.6,0
2.61e-07,25.4,-20.6,0
2.24e-08,38.6,-20.6,0
2.62e-07,25.3,-20.6,0
2.09e-08,38.6,-20.6,0
2.62e-07,25.6,-20.6,0
2.05e-08,38.6,-20.6,0
2.58e-07,25.3,-20.6,0
2.18e-08,38.6,-20.6,0
2.61e-07,25.2,-20.6,0
2.09e-08,38.6,-20.6,0
2.62e-07,25.0,-20.6,0
2.15e-08,38.6,-20.6,0
2.62e-07,25.0,-20.6,0
2.1e-08,38.6,-20.6,0
2.62e-07,25.2,-20.6,0
2.2e-08,38.6,-20.6,0
2.57e-07,25.2,-20.6,0
2.14e-08,38.6,-20.1,0
2.58e-07,25.3,-20.1,0
2.15e-08,38.6,-20.1,0
2.46e-07,25.6,-20.1,0
2.18e-08,38.5,-20.1,0
2.17e-07,25.4,-20.1,0
2.12e-08,38.6,-20.1,0
2.16e-07,25.4,-20.1,0
2.1e-08,38.6,-20.1,0
2.17e-07,25.2,-20.1,0
2.13e-08,38.6,-20.1,0
2.19e-07,25.4,-20.1,0
2.09e-08,37.6,-20.1,0
2.17e-07,25.5,-20.1,0
2.08e-08,38.6,-20.1,0
2.19e-07,25.5,-20.1,0
2.22e-08,38.6,-20.1,0
2.16e-07,25.2,-20.1,0
2.07e-08,38.5,-20.1,0
2.16e-07,25.1,-20.1,0
2.07e-08,38.5,-20.1,0
2.15e-07,25.4,-20.1,0
2.13e-08,38.6,-20.1,0
2.14e-07,25.4,-20.1,0
1.94e-08,38.6,-20.1,0
2.13e-07,25.4,-20.1,0
2.02e-08,38.6,-20.1,0
2.14e-07,25.8,-20.1,0
2e-08,38.5,-20.1,0
2.15e-07,25.5,-20.1,0
2.07e-08,38.6,-20.1,0
2.12e-07,25.5,-20.1,0
2e-08,38.5,-20.1,0
1.61e-07,25.6,-20.1,0
2.01e-08,38.6,-20.1,0
2.14e-07,25.3,-20.1,0
1.98e-08,38.6,-20.1,0
2.16e-07,25.4,-20.1,0
2e-08,38.6,-19.6,0
2.15e-07,25.4,-19.6,0
2.14e-08,38.6,-19.6,0
1.94e-07,25.6,-19.6,0
2.07e-08,38.6,-19.6,0
1.83e-07,25.7,-19.6,0
2.1e-08,38.6,-19.6,0
1.84e-07,25.8,-19.6,0
2.15e-08,38.6,-19.6,0
1.83e-07,25.9,-19.6,0
2.11e-08,38.5,-19.6,0
1.36e-07,25.5,-19.6,0
2.03e-08,38.6,-19.6,0
1.83e-07,25.7,-19.6,0
2.08e-08,38.6,-19.6,0
1.83e-07,25.6,-19.6,0
2.05e-08,38.6,-19.6,0
1.81e-07,25.7,-19.6,0
2.06e-08,38.6,-19.6,0
1.35e-07,25.7,-19.6,0
2e-08,38.6,-19.6,0
1.87e-07,25.5,-19.6,0
1.51e-08,38.6,-19.6,0
1.88e-07,25.8,-19.6,0
2.09e-08,38.5,-19.6,0
1.85e-07,25.6,-19.6,0
2.04e-08,38.5,-19.6,0
1.86e-07,25.8,-19.6,0
2.08e-08,38.5,-19.6,0
1.84e-07,25.9,-19.6,0
1.56e-08,38.6,-19.6,0
1.84e-07,25.9,-19.6,0
2.23e-08,38.5,-19.6,0
1.87e-07,25.8,-19.6,0
2.1e-08,38.6,-19.6,0
1.86e-07,25.7,-19.6,0
2.11e-08,38.6,-19.2,0
1.85e-07,25.4,-19.2,0
1.52e-08,38.6,-19.2,0
1.83e-07,25.8,-19.2,0
1.97e-08,38.6,-19.2,0
1.63e-07,26.0,-19.2,0
2.02e-08,38.6,-19.2,0
1.62e-07,25.8,-19.2,0
2e-08,38.6,-19.2,0
1.62e-07,25.9,-19.2,0
2.04e-08,38.6,-19.2,0
1.63e-07,26.0,-19.2,0
2.03e-08,38.5,-19.2,0
1.65e-07,25.8,-19.2,0
1.97e-08,38.6,-19.2,0
1.63e-07,25.9,-19.2,0
2e-08,38.6,-19.2,0
1.63e-07,25.6,-19.2,0
2.03e-08,38.6,-19.2,0
1.63e-07,25.6,-19.2,0
2.09e-08,38.5,-19.2,0
1.61e-07,25.8,-19.2,0
2.17e-08,38.6,-19.2,0
1.62e-07,25.9,-19.2,0
2.06e-08,38.6,-19.2,0
1.61e-07,26.2,-19.2,0
2.12e-08,38.6,-19.2,0
1.61e-07,25.6,-19.2,0
1.99e-08,38.6,-19.2,0
1.61e-07,26.0,-19.2,0
2.05e-08,38.6,-19.2,0
1.6e-07,25.8,-19.2,0
2.03e-08,38.5,-19.2,0
1.61e-07,26.1,-19.2,0
2.05e-08,38.5,-19.2,0
1.62e-07,26.0,-19.2,0
2.1e-08,38.6,-19.2,0
1.62e-07,26.0,-19.2,0
2.13e-08,38.6,-19.2,0
1.62e-07,25.8,-19.6,0
2.2e-08,38.6,-19.6,0
1.78e-07,25.8,-19.6,0
2.16e-08,38.6,-19.6,0
1.87e-07,25.6,-19.6,0
2.11e-08,38.5,-19.6,0
1.87e-07,25.9,-19.6,0
2.22e-08,38.5,-19.6,0
1.87e-07,25.6,-19.6,0
2.06e-08,38.5,-19.6,0
1.84e-07,25.7,-19.6,0
2.1e-08,38.5,-19.6,0
1.86e-07,25.5,-19.6,0
2.07e-08,38.6,-19.6,0
1.86e-07,25.7,-19.6,0
2.05e-08,38.5,-19.6,0
1.87e-07,25.8,-19.6,0
2.1e-08,38.6,-19.6,0
1.88e-07,25.6,-19.6,0
2.01e-08,38.6,-19.6,0
1.88e-07,25.8,-19.6,0
2e-08,38.6,-19.6,0
1.84e-07,25.7,-19.6,0
2e-08,38.6,-19.6,0
1.85e-07,25.8,-19.6,0
2e-08,38.5,-19.6,0
1.87e-07,25.7,-19.6,0
1.96e-08,38.6,-19.6,0
1.83e-07,25.6,-19.6,0
1.99e-08,38.6,-19.6,0
1.4e-07,25.7,-19.6,0
2.05e-08,38.6,-19.6,0
1.86e-07,25.4,-19.6,0
2.01e-08,38.6,-19.6,0
1.85e-07,25.7,-19.6,0
1.96e-08,38.6,-20.1,0
1.86e-07,25.8,-20.1,0
1.97e-08,38.6,-20.1,0
1.97e-07,25.6,-20.1,0
2e-08,38.5,-20.1,0
2.2e-07,25.4,-20.1,0
2.01e-08,38.6,-20.1,0
2.2e-07,25.3,-20.1,0
2.11e-08,38.6,-20.1,0
2.18e-07,25.4,-20.1,0
2.09e-08,38.6,-20.1,0
2.2e-07,25.2,-20.1,0
2.08e-08,38.5,-20.1,0
2.18e-07,25.3,-20.1,0
2.02e-08,38.6,-20.1,0
2.16e-07,25.4,-20.1,0
2.08e-08,38.6,-20.1,0
2.19e-07,25.3,-20.1,0
2e-08,38.3,-20.1,0
2.18e-07,25.4,-20.1,0
2.2e-08,38.6,-20.1,0
2.17e-07,25.7,-20.1,0
1.56e-08,38.6,-20.1,0
2.2e-07,25.4,-20.1,0
2.12e-08,38.6,-20.1,0
2.21e-07,25.1,-20.1,0
2.12e-08,38.6,-20.1,0
2.21e-07,25.5,-20.1,0
2.21e-08,38.6,-20.1,0
2.19e-07,25.5,-20.1,0
2.06e-08,38.6,-20.1,0
2.17e-07,25.3,-20.1,0
2.15e-08,38.5,-20.1,0
2.17e-07,25.2,-20.1,0
2.11e-08,38.5,-20.1,0
2.17e-07,25.6,-20.1,0
2.22e-08,38.5,-20.1,0
2.19e-07,25.5,-20.1,0
1.61e-08,38.6,-20.6,0
2.16e-07,25.5,-20.6,0
2.12e-08,38.6,-20.6,0
2.4e-07,25.4,-20.6,0
2.25e-08,38.6,-20.6,0
2.59e-07,25.1,-20.6,0
2.2e-08,38.6,-20.6,0
2.59e-07,25.1,-20.6,0
1.59e-08,38.5,-20.6,0
2.61e-07,25.2,-20.6,0
2.25e-08,38.6,-20.6,0
2.59e-07,24.9,-20.6,0
2.24e-08,38.6,-20.6,0
2.59e-07,25.3,-20.6,0
2.22e-08,38.6,-20.6,0
2.59e-07,25.0,-20.6,0
2.28e-08,38.6,-20.6,0
2.63e-07,25.1,-20.6,0
2.31e-08,38.6,-20.6,0
2.6e-07,25.2,-20.6,0
2.3e-08,38.5,-20.6,0
2.58e-07,25.0,-20.6,0
2.2e-08,38.6,-20.6,0
2.59e-07,25.2,-20.6,0
2.27e-08,38.6,-20.6,0
2.58e-07,25.4,-20.6,0
2.32e-08,38.5,-20.6,0
2.61e-07,25.0,-20.6,0
2.25e-08,38.6,-20.6,0
2.6e-07,25.0,-20.6,0
2.32e-08,38.6,-20.6,0
2.63e-07,25.1,-20.6,0
1.78e-08,38.6,-20.6,0
2.62e-07,25.1,-20.6,0
2.22e-08,38.6,-20.6,0
2.61e-07,25.2,-20.6,0
2.26e-08,38.6,-21.0,0
2.6e-07,25.5,-21.0,0
2.28e-08,38.6,-21.0,0
2.69e-07,25.1,-21.0,0
2.26e-08,38.5,-21.0,0
3.18e-07,25.1,-21.0,0
2.18e-08,38.6,-21.0,0
3.15e-07,25.1,-21.0,0
2.19e-08,38.5,-21.0,0
3.15e-07,24.8,-21.0,0
2.18e-08,38.6,-21.0,0
3.19e-07,24.9,-21.0,0
2.26e-08,38.5,-21.0,0
3.19e-07,24.9,-21.0,0
2.08e-08,38.6,-21.0,0
3.14e-07,25.0,-21.0,0
2.17e-08,38.6,-21.0,0
3.19e-07,24.7,-21.0,0
2.21e-08,38.6,-21.0,0
3.13e-07,24.9,-21.0,0
1.56e-08,38.6,-21.0,0
3.18e-07,24.9,-21.0,0
2.12e-08,38.6,-21.0,0
3.16e-07,25.0,-21.0,0
2.11e-08,38.5,-21.0,0
3.17e-07,25.1,-21.0,0
2.07e-08,38.6,-21.0,0
3.2e-07,24.7,-21.0,0
2.15e-08,38.5,-21.0,0
3.19e-07,24.9,-21.0,0
2.07e-08,38.5,-21.0,0
3.17e-07,25.0,-21.0,0
1.99e-08,38.6,-21.0,0
3.21e-07,24.8,-21.0,0
2.09e-08,38.5,-21.0,0
3.19e-07,25.2,-21.0,0
2.16e-08,38.6,-21.0,0
3.21e-07,24.8,-21.0,0
2.1e-08,38.6,-20.6,0
2.42e-07,24.8,-20.6,0
2.18e-08,38.6,-20.6,0
2.8e-07,25.1,-20.6,0
2.2e-08,38.6,-20.6,0
2.62e-07,25.3,-20.6,0
2.22e-08,38.6,-20.6,0
2.62e-07,25.1,-20.6,0
2.21e-08,38.6,-20.6,0
2.63e-07,25.3,-20.6,0
2.08e-08,38.5,-20.6,0
2.65e-07,25.1,-20.6,0
2.15e-08,38.5,-20.6,0
2.62e-07,25.0,-20.6,0
2.2e-08,38.6,-20.6,0
2.6e-07,25.0,-20.6,0
2.1e-08,38.6,-20.6,0
2.64e-07,25.1,-20.6,0
2.14e-08,38.5,-20.6,0
2.61e-07,25.3,-20.6,0
2.16e-08,38.6,-20.6,0
2.63e-07,25.0,-20.6,0
2.2e-08,38.6,-20.6,0
1.95e-07,25.2,-20.6,0
2.06e-08,38.6,-20.6,0
2.62e-07,25.1,-20.6,0
2.13e-08,38.6,-20.6,0
2.64e-07,25.1,-20.6,0
2.12e-08,38.6,-20.6,0
2.63e-07,25.2,-20.6,0
2.18e-08,38.5,-20.6,0
2.66e-07,25.3,-20.6,0
2.12e-08,38.6,-20.6,0
2.61e-07,25.3,-20.6,0
2.21e-08,38.6,-20.6,0
2.6e-07,25.1,-20.6,0
2.17e-08,38.6,-20.6,0
2.6e-07,25.4,-20.6,0
2.18e-08,38.6,-20.1,0
2.61e-07,25.1,-20.1,0
2.21e-08,38.6,-20.1,0
2.19e-07,25.5,-20.1,0
2.27e-08,38.6,-20.1,0
2.23e-07,25.3,-20.1,0
2.2e-08,38.5,-20.1,0
2.2e-07,25.3,-20.1,0
2.19e-08,38.6,-20.1,0
1.64e-07,25.5,-20.1,0
2.18e-08,38.6,-20.1,0
2.2e-07,25.6,-20.1,0
2.27e-08,38.6,-20.1,0
2.19e-07,25.5,-20.1,0
2.33e-08,38.6,-20.1,0
2.21e-07,25.6,-20.1,0
2.23e-08,38.6,-20.1,0
1.65e-07,25.6,-20.1,0
2.13e-08,38.5,-20.1,0
2.18e-07,25.5,-20.1,0
2.15e-08,38.6,-20.1,0
2.23e-07,25.4,-20.1,0
2.2e-08,38.5,-20.1,0
2.23e-07,25.4,-20.1,0
2.2e-08,38.5,-20.1,0
2.23e-07,25.4,-20.1,0
2.22e-08,38.6,-20.1,0
2.19e-07,25.2,-20.1,0
2.26e-08,38.6,-20.1,0
2.21e-07,25.5,-20.1,0
2.16e-08,38.5,-20.1,0
2.21e-07,25.5,-20.1,0
1.6e-08,38.6,-20.1,0
2.21e-07,25.5,-20.1,0
2.17e-08,38.5,-20.1,0
2.24e-07,25.3,-20.1,0
2.19e-08,38.5,-19.6,0
2.21e-07,25.2,-19.6,0
2.21e-08,38.6,-19.6,0
2.03e-07,25.6,-19.6,0
1.65e-08,38.5,-19.6,0
1.89e-07,25.7,-19.6,0
2.21e-08,38.5,-19.6,0
1.89e-07,25.5,-19.6,0
2.21e-08,38.5,-19.6,0
1.87e-07,25.6,-19.6,0
2.17e-08,38.6,-19.6,0
1.88e-07,25.5,-19.6,0
2.2e-08,38.6,-19.6,0
1.88e-07,25.8,-19.6,0
2.35e-08,38.5,-19.6,0
1.88e-07,25.7,-19.6,0
2.34e-08,38.5,-19.6,0
1.9e-07,25.6,-19.6,0
2.24e-08,38.6,-19.6,0
1.89e-07,25.6,-19.6,0
2.28e-08,38.6,-19.6,0
