BER,OSNR,InputPower,Failures
2.29e-08,37.5,-20.6,0
2.55e-07,25.0,-20.6,0
2.24e-08,38.6,-20.6,0
2.56e-07,25.2,-20.6,0
2.17e-08,38.6,-20.6,0
2.57e-07,25.5,-20.6,0
2.29e-08,38.5,-20.6,0
2.57e-07,25.5,-20.6,0
2.27e-08,38.5,-20.6,0
2.56e-07,25.3,-20.6,0
2.22e-08,38.6,-20.6,0
2.58e-07,25.2,-20.6,0
2.27e-08,38.5,-20.6,0
2.54e-07,25.3,-20.6,0
2.27e-08,38.6,-20.6,0
2.23e-08,38.6,-20.6,0
2.55e-07,25.0,-20.6,0
2.55e-07,25.2,-20.6,0
2.27e-08,38.6,-20.6,0
2.53e-07,24.9,-20.6,0
2.23e-08,38.6,-20.6,0
2.53e-07,25.1,-20.6,0
2.3e-08,38.6,-20.6,0
2.16e-08,38.5,-20.6,0
2.54e-07,25.2,-20.6,0
2.2e-08,38.5,-20.6,0
2.56e-07,25.0,-20.6,0
2.56e-07,25.1,-29.1,1
2.21e-08,38.6,-29.1,1
2.2e-08,38.6,-29.0,1
1.06e-05,25.3,-29.0,1
2.31e-08,38.6,-29.1,1
0.000149319,18.4,-29.1,1
2.17e-08,38.6,-29.0,1
0.00014926,18.5,-29.0,1
2.19e-08,38.5,-29.0,1
0.000149357,18.2,-29.0,1
0.000149325,18.3,-29.0,1
2.17e-08,38.5,-29.0,1
2.14e-08,38.6,-29.0,1
0.000149069,18.3,-29.0,1
2.09e-08,38.6,-29.1,1
0.000149196,18.4,-29.1,1
0.000148943,18.4,-29.0,1
2.16e-08,38.6,-29.0,1
2.15e-08,38.5,-29.0,1
0.000148851,18.3,-29.0,1
0.00014899,18.2,-29.1,1
2.26e-08,38.6,-29.1,1
0.000149236,18.2,-29.1,1
2.25e-08,38.6,-29.1,1
0.000111977,18.4,-29.0,1
2.36e-08,38.5,-29.0,1
0.000149049,18.3,-29.0,1
2.2e-08,38.6,-29.0,1
2.17e-08,38.6,-29.1,1
0.000149111,18.3,-29.1,1
0.000148694,18.2,-29.0,1
2.19e-08,38.0,-29.0,1
0.00014888,18.3,-29.1,1
2.27e-08,38.6,-29.1,1
2.25e-08,38.5,-29.1,1
0.000148787,18.4,-29.1,1
2.16e-08,38.6,-29.0,1
0.000148885,18.4,-29.0,1
2.3e-08,38.6,-20.6,1
0.000148875,18.2,-20.6,0
9.2e-05,18.8,-20.6,0
2.22e-08,38.6,-20.6,0
2.54e-07,24.9,-20.6,0
2.16e-08,38.6,-20.6,0
2.56e-07,25.1,-20.6,0
2.18e-08,38.6,-20.6,0
2.56e-07,25.0,-20.6,0
2.15e-08,38.5,-20.6,0
2.22e-08,38.6,-20.6,0
2.56e-07,25.0,-20.6,0
2.54e-07,25.1,-20.6,0
2.2e-08,38.6,-20.6,0
1.94e-07,24.9,-20.6,0
2.26e-08,38.6,-20.6,0
2.58e-07,25.0,-20.6,0
2.24e-08,38.6,-20.6,0
2.55e-07,25.3,-20.6,0
2.2e-08,38.6,-20.6,0
2.53e-07,25.1,-20.6,0
2.31e-08,38.6,-20.6,0
2.31e-08,38.6,-20.6,0
2.55e-07,25.4,-20.6,0
2.55e-07,25.1,-20.6,0
2.33e-08,38.6,-20.6,0
2.56e-07,25.2,-20.6,0
2.25e-08,38.5,-20.6,0
2.58e-07,25.2,-20.6,0
2.21e-08,38.6,-20.6,0
2.52e-07,25.0,-20.6,0
1.61e-08,38.5,-20.6,0
2.54e-07,25.2,-20.6,0
2.23e-08,38.6,-20.6,0
2.51e-07,25.1,-20.6,0
2.14e-08,38.5,-20.6,0
2.52e-07,25.1,-20.6,0
2.24e-08,38.6,-20.6,0
2.54e-07,25.2,-20.1,0
2.16e-08,38.6,-20.1,0
2.29e-07,25.1,-20.1,0
2.2e-08,38.6,-20.1,0
2.12e-08,38.6,-20.1,0
1.6e-07,25.6,-20.1,0
2.14e-08,38.6,-20.1,0
2.12e-07,25.4,-20.1,0
2.19e-08,38.6,-20.1,0
2.11e-07,25.4,-20.1,0
2.12e-07,25.3,-20.1,0
2.14e-08,38.6,-20.1,0
2.13e-07,25.2,-20.1,0
2.15e-08,38.6,-20.1,0
2.15e-07,25.4,-20.1,0
2.03e-08,38.5,-20.1,0
2.11e-08,38.6,-20.1,0
2.16e-07,25.3,-20.1,0
2.1e-07,25.3,-20.1,0
2.12e-08,38.5,-20.1,0
2.15e-08,38.5,-20.1,0
2.13e-07,25.3,-20.1,0
2.1e-07,25.3,-20.1,0
2.2e-08,38.0,-20.1,0
2.2e-08,38.6,-20.1,0
2.11e-07,25.7,-20.1,0
2.25e-08,38.6,-20.1,0
2.11e-07,25.6,-20.1,0
2.21e-08,38.6,-20.1,0
2.11e-07,25.1,-20.1,0
2.19e-08,38.6,-20.1,0
2.13e-07,25.3,-20.1,0
2.24e-08,38.6,-20.1,0
1.6e-07,25.3,-20.1,0
2.2e-08,38.6,-20.1,0
2.11e-07,25.5,-20.1,0
2.12e-08,38.6,-19.6,0
2.12e-07,25.3,-19.6,0
2.12e-07,25.3,-19.6,0
2.23e-08,38.5,-19.6,0
1.84e-07,25.8,-19.6,0
2.11e-08,38.6,-19.6,0
2.26e-08,38.6,-19.6,0
1.8e-07,25.8,-19.6,0
2.21e-08,38.6,-19.6,0
1.79e-07,25.3,-19.6,0
2.14e-08,38.6,-19.6,0
1.77e-07,25.6,-19.6,0
2.23e-08,38.6,-19.6,0
1.8e-07,25.4,-19.6,0
2.2e-08,38.6,-19.6,0
1.76e-07,25.6,-19.6,0
2.23e-08,38.5,-19.6,0
1.74e-07,26.0,-19.6,0
1.78e-07,25.6,-19.6,0
2.15e-08,38.5,-19.6,0
2.21e-08,38.6,-19.6,0
1.79e-07,25.6,-19.6,0
2.25e-08,38.6,-19.6,0
1.8e-07,25.6,-19.6,0
2.16e-08,38.6,-19.6,0
1.8e-07,25.6,-19.6,0
2.2e-08,38.5,-19.6,0
1.81e-07,25.5,-19.6,0
2.24e-08,38.5,-19.6,0
1.79e-07,25.7,-19.6,0
2.19e-08,38.5,-19.6,0
1.79e-07,25.4,-19.6,0
2.17e-08,38.6,-19.6,0
1.8e-07,25.4,-19.6,0
2.2e-08,38.6,-19.6,0
1.82e-07,25.5,-19.6,0
2.1e-08,38.5,-19.6,0
1.79e-07,25.4,-19.6,0
2.13e-08,38.6,-19.2,0
1.8e-07,25.5,-19.2,0
1.78e-07,25.6,-19.2,0
2.1e-08,38.5,-19.2,0
2.12e-08,38.6,-19.2,0
1.58e-07,25.7,-19.2,0
1.56e-07,25.8,-19.2,0
2.15e-08,38.6,-19.2,0
1.57e-07,25.9,-19.2,0
2.12e-08,38.6,-19.2,0
1.58e-07,25.7,-19.2,0
2.14e-08,38.6,-19.2,0
1.56e-07,26.1,-19.2,0
2.14e-08,38.6,-19.2,0
1.57e-07,25.9,-19.2,0
2.19e-08,38.6,-19.2,0
2.09e-08,38.6,-19.2,0
1.55e-07,25.7,-19.2,0
2.17e-08,38.5,-19.2,0
1.55e-07,25.7,-19.2,0
2.13e-08,38.6,-19.2,0
1.57e-07,25.7,-19.2,0
2.13e-08,38.6,-19.2,0
1.55e-07,25.9,-19.2,0
2.22e-08,38.6,-19.2,0
1.56e-07,25.7,-19.2,0
2.17e-08,38.6,-19.2,0
1.56e-07,26.3,-19.2,0
2.22e-08,38.6,-19.2,0
1.56e-07,26.0,-19.2,0
1.57e-07,25.8,-19.2,0
1.63e-08,38.6,-19.2,0
2.14e-08,38.5,-19.2,0
1.55e-07,25.6,-19.2,0
2.2e-08,38.6,-19.2,0
1.59e-07,25.6,-19.2,0
2.24e-08,38.5,-19.2,0
1.56e-07,25.8,-19.2,0
1.57e-07,25.5,-29.1,1
2.24e-08,38.5,-29.1,1
4.37e-05,25.7,-29.1,1
2.27e-08,38.6,-29.1,1
2.18e-08,38.6,-29.1,1
0.000112364,18.3,-29.1,1
2.3e-08,38.6,-29.0,1
0.000149691,18.3,-29.0,1
0.00014893,18.3,-29.1,1
2.29e-08,38.5,-29.1,1
2.27e-08,38.6,-29.1,1
0.000149115,18.2,-29.1,1
0.000149565,18.3,-29.1,1
2.23e-08,38.6,-29.1,1
0.000149309,18.3,-29.0,1
2.23e-08,38.5,-29.0,1
0.000149561,18.1,-29.1,1
2.29e-08,38.6,-29.1,1
2.23e-08,38.6,-29.1,1
0.00014948,18.4,-29.1,1
0.000149638,18.3,-29.1,1
2.31e-08,38.6,-29.1,1
2.33e-08,38.6,-29.1,1
0.000149705,18.2,-29.1,1
2.3e-08,38.5,-29.0,1
0.000149852,18.2,-29.0,1
0.000149322,18.3,-29.1,1
2.2e-08,38.5,-29.1,1
0.000149058,18.3,-29.0,1
2.19e-08,38.6,-29.0,1
2.17e-08,38.6,-29.0,1
0.000148741,18.3,-29.0,1
0.000148945,18.3,-29.1,1
2.22e-08,38.6,-29.1,1
0.000148645,18.3,-29.1,1
2.23e-08,38.6,-29.1,1
0.000148724,18.3,-29.0,1
2.17e-08,38.5,-29.0,1
0.000148906,18.3,-20.1,1
2.22e-08,38.6,-20.1,1
2.23e-08,38.5,-20.1,0
6.57e-06,22.7,-20.1,0
2.09e-07,25.6,-20.1,0
2.27e-08,38.5,-20.1,0
2.08e-07,25.3,-20.1,0
2.19e-08,38.6,-20.1,0
2.25e-08,38.6,-20.1,0
2.08e-07,25.4,-20.1,0
2.09e-07,25.6,-20.1,0
2.18e-08,38.5,-20.1,0
2.09e-07,25.3,-20.1,0
2.26e-08,38.6,-20.1,0
2.33e-08,38.6,-20.1,0
2.1e-07,25.4,-20.1,0
2.17e-08,38.5,-20.1,0
2.1e-07,25.1,-20.1,0
2.09e-07,25.4,-20.1,0
2.2e-08,38.6,-20.1,0
2.26e-08,38.6,-20.1,0
2.09e-07,25.4,-20.1,0
2.27e-08,38.6,-20.1,0
2.11e-07,25.5,-20.1,0
2.12e-08,38.6,-20.1,0
2.07e-07,25.4,-20.1,0
2.1e-07,25.4,-20.1,0
2.17e-08,38.6,-20.1,0
2.23e-08,38.6,-20.1,0
2.06e-07,25.3,-20.1,0
1.56e-07,25.1,-20.1,0
2.32e-08,38.6,-20.1,0
2.2e-08,38.5,-20.1,0
2.07e-07,25.7,-20.1,0
2.25e-08,38.6,-20.1,0
2.08e-07,25.4,-20.1,0
2.23e-08,38.6,-20.6,0
2.07e-07,25.4,-20.6,0
2.16e-08,38.6,-20.6,0
2.09e-07,25.5,-20.6,0
2.17e-08,38.6,-20.6,0
2.47e-07,25.2,-20.6,0
2.2e-08,38.5,-20.6,0
2.45e-07,25.1,-20.6,0
2.27e-08,38.5,-20.6,0
2.5e-07,25.4,-20.6,0
2.28e-08,38.6,-20.6,0
2.49e-07,25.0,-20.6,0
2.5e-07,25.2,-20.6,0
2.28e-08,38.0,-20.6,0
2.18e-08,38.6,-20.6,0
2.46e-07,25.2,-20.6,0
2.32e-08,38.6,-20.6,0
2.47e-07,25.2,-20.6,0
2.34e-08,38.5,-20.6,0
2.49e-07,24.8,-20.6,0
2.3e-08,38.6,-20.6,0
2.48e-07,25.0,-20.6,0
2.22e-08,38.5,-20.6,0
2.49e-07,25.0,-20.6,0
2.32e-08,38.6,-20.6,0
2.49e-07,25.2,-20.6,0
2.26e-08,38.6,-20.6,0
2.5e-07,25.1,-20.6,0
2.25e-08,38.6,-20.6,0
2.51e-07,25.0,-20.6,0
2.49e-07,25.3,-20.6,0
2.22e-08,38.6,-20.6,0
2.51e-07,25.1,-20.6,0
2.28e-08,38.6,-20.6,0
2.22e-08,38.6,-20.6,0
2.52e-07,25.0,-20.6,0
2.49e-07,24.9,-20.6,0
2.21e-08,38.6,-20.6,0
2.22e-08,38.5,-21.0,0
2.51e-07,24.9,-21.0,0
2.57e-07,24.9,-21.0,0
2.25e-08,38.6,-21.0,0
3.08e-07,24.9,-21.0,0
2.24e-08,38.5,-21.0,0
3.06e-07,24.8,-21.0,0
2.25e-08,38.6,-21.0,0
3.06e-07,24.7,-21.0,0
2.25e-08,38.6,-21.0,0
3.05e-07,24.9,-21.0,0
2.28e-08,38.6,-21.0,0
2.28e-08,38.6,-21.1,0
3.03e-07,24.6,-21.1,0
2.2e-08,38.6,-21.0,0
3.04e-07,24.8,-21.0,0
2.21e-08,38.6,-21.0,0
3.06e-07,24.9,-21.0,0
2.2e-08,38.6,-21.0,0
3.08e-07,25.0,-21.0,0
3.02e-07,24.7,-21.0,0
2.22e-08,38.6,-21.0,0
3.06e-07,24.7,-21.0,0
2.23e-08,38.5,-21.0,0
3.06e-07,24.6,-21.1,0
2.16e-08,38.6,-21.1,0
3.06e-07,24.7,-21.0,0
2.3e-08,38.6,-21.0,0
3.04e-07,24.8,-21.0,0
2.21e-08,38.6,-21.0,0
2.26e-08,38.6,-21.0,0
3.03e-07,24.8,-21.0,0
3.04e-07,24.7,-21.0,0
2.3e-08,38.5,-21.0,0
2.27e-08,38.5,-21.0,0
3.01e-07,24.8,-21.0,0
3.02e-07,25.0,-21.1,0
2.31e-08,38.5,-21.1,0
2.98e-07,24.7,-20.6,0
2.29e-08,38.6,-20.6,0
2.25e-08,38.6,-20.6,0
2.81e-07,24.9,-20.6,0
2.25e-08,38.6,-20.6,0
2.47e-07,25.0,-20.6,0
2.46e-07,25.1,-20.6,0
2.24e-08,38.5,-20.6,0
2.46e-07,25.2,-20.6,0
2.34e-08,38.6,-20.6,0
2.46e-07,25.3,-20.6,0
2.24e-08,38.6,-20.6,0
2.45e-07,25.1,-20.6,0
2.23e-08,38.5,-20.6,0
2.18e-08,38.6,-20.6,0
2.45e-07,25.0,-20.6,0
2.18e-08,38.6,-20.6,0
2.49e-07,25.1,-20.6,0
2.45e-07,25.1,-20.6,0
2.2e-08,38.6,-20.6,0
2.48e-07,25.2,-20.6,0
2.14e-08,38.6,-20.6,0
2.48e-07,25.2,-20.6,0
2.19e-08,38.5,-20.6,0
2.47e-07,25.1,-20.6,0
2.21e-08,38.6,-20.6,0
2.48e-07,25.2,-20.6,0
2.23e-08,38.6,-20.6,0
1.65e-08,38.6,-20.6,0
2.47e-07,24.9,-20.6,0
2.49e-07,25.1,-20.6,0
2.21e-08,38.6,-20.6,0
2.17e-08,38.6,-20.6,0
2.51e-07,25.3,-20.6,0
2.46e-07,24.9,-20.6,0
2.23e-08,37.7,-20.6,0
2.48e-07,25.2,-20.6,0
2.22e-08,38.3,-20.6,0
2.5e-07,25.1,-29.1,1
2.17e-08,38.6,-29.1,1
2.14e-08,38.6,-29.1,1
0.000128519,25.4,-29.1,1
2.17e-08,38.6,-29.0,1
0.000148258,18.3,-29.0,1
0.000148326,18.3,-29.1,1
2.21e-08,38.5,-29.1,1
0.000148264,18.4,-29.0,1
2.23e-08,38.6,-29.0,1
2.2e-08,38.6,-29.1,1
0.000148671,18.3,-29.1,1
2.29e-08,38.5,-29.1,1
0.000148355,18.3,-29.1,1
0.000148306,18.3,-29.1,1
2.17e-08,38.6,-29.1,1
0.000147779,18.3,-29.1,1
2.18e-08,38.6,-29.1,1
0.000148174,18.3,-29.0,1
2.25e-08,38.6,-29.0,1
0.000147638,18.3,-29.1,1
2.1e-08,38.6,-29.1,1
2.15e-08,38.6,-29.1,1
0.000147719,18.3,-29.1,1
2.2e-08,38.6,-29.0,1
0.00014792,18.3,-29.0,1
0.000147434,18.4,-29.1,1
2.28e-08,38.6,-29.1,1
1.76e-08,38.6,-29.1,1
0.000147675,18.4,-29.1,1
0.000147678,18.3,-29.1,1
2.27e-08,38.5,-29.1,1
2.14e-08,38.6,-29.1,1
0.00014775,18.4,-29.1,1
2.15e-08,38.6,-29.1,1
0.000147695,18.4,-29.1,1
0.000147773,18.3,-19.6,1
2.24e-08,38.6,-19.6,0
0.000147674,18.4,-19.6,0
2.24e-08,38.6,-19.6,0
2.08e-08,38.6,-19.6,0
1.76e-07,25.5,-19.6,0
1.74e-07,25.7,-19.6,0
2.13e-08,38.6,-19.6,0
1.74e-07,25.7,-19.6,0
2.04e-08,38.5,-19.6,0
1.73e-07,25.6,-19.6,0
1.58e-08,38.6,-19.6,0
2.1e-08,38.6,-19.6,0
1.71e-07,25.5,-19.6,0
1.75e-07,25.9,-19.6,0
2.2e-08,38.6,-19.6,0
1.74e-07,25.9,-19.6,0
2.09e-08,38.5,-19.6,0
2.07e-08,38.6,-19.6,0
1.76e-07,25.7,-19.6,0
2.08e-08,38.5,-19.6,0
1.76e-07,25.6,-19.6,0
2.12e-08,38.6,-19.6,0
1.75e-07,25.6,-19.6,0
2.13e-08,38.6,-19.6,0
1.76e-07,25.7,-19.6,0
2.11e-08,38.6,-19.6,0
1.77e-07,25.9,-19.6,0
1.6e-08,38.6,-19.6,0
1.77e-07,25.7,-19.6,0
2.14e-08,37.5,-19.6,0
1.76e-07,25.7,-19.6,0
2.19e-08,38.6,-19.6,0
1.78e-07,25.7,-19.6,0
2.17e-08,38.6,-19.6,0
1.76e-07,25.5,-19.6,0
2.19e-08,38.6,-19.6,0
1.78e-07,25.7,-19.6,0
2.19e-08,38.6,-19.2,0
1.75e-07,25.6,-19.2,0
2.09e-08,38.6,-19.2,0
1.53e-07,26.0,-19.2,0
2.14e-08,38.6,-19.2,0
1.53e-07,25.6,-19.2,0
2.15e-08,38.6,-19.2,0
1.55e-07,25.8,-19.2,0
2.1e-08,38.5,-19.2,0
1.53e-07,25.7,-19.2,0
1.55e-07,25.7,-19.2,0
2.28e-08,38.6,-19.2,0
2.3e-08,38.5,-19.2,0
1.55e-07,25.7,-19.2,0
1.54e-07,25.8,-19.2,0
2.21e-08,38.6,-19.2,0
2.21e-08,38.6,-19.2,0
1.54e-07,25.7,-19.2,0
2.17e-08,38.6,-19.2,0
1.55e-07,25.9,-19.2,0
2.33e-08,38.6,-19.2,0
1.53e-07,26.0,-19.2,0
2.32e-08,38.5,-19.2,0
1.54e-07,25.8,-19.2,0
1.65e-08,38.6,-19.2,0
1.53e-07,25.8,-19.2,0
2.2e-08,38.5,-19.2,0
1.54e-07,26.0,-19.2,0
2.17e-08,37.6,-19.2,0
1.56e-07,25.7,-19.2,0
2.17e-08,38.5,-19.2,0
1.55e-07,25.9,-19.2,0
1.53e-07,25.7,-19.2,0
2.34e-08,38.6,-19.2,0
1.55e-07,25.6,-19.2,0
2.25e-08,38.5,-19.2,0
1.55e-07,25.8,-19.6,0
2.31e-08,38.5,-19.6,0
1.63e-07,26.1,-19.6,0
2.33e-08,38.5,-19.6,0
1.77e-07,25.7,-19.6,0
2.25e-08,38.6,-19.6,0
1.67e-08,38.5,-19.6,0
1.75e-07,25.7,-19.6,0
2.23e-08,38.6,-19.6,0
1.77e-07,25.8,-19.6,0
1.8e-07,25.8,-19.6,0
2.27e-08,38.6,-19.6,0
1.8e-07,25.6,-19.6,0
2.31e-08,38.6,-19.6,0
2.26e-08,38.6,-19.6,0
1.76e-07,25.7,-19.6,0
2.32e-08,38.6,-19.6,0
1.77e-07,25.7,-19.6,0
2.28e-08,38.5,-19.6,0
1.76e-07,25.6,-19.6,0
1.77e-07,25.6,-19.6,0
2.24e-08,38.5,-19.6,0
2.26e-08,38.6,-19.6,0
1.78e-07,25.5,-19.6,0
2.24e-08,38.6,-19.6,0
1.74e-07,25.5,-19.6,0
2.28e-08,38.6,-19.6,0
1.76e-07,25.7,-19.6,0
2.35e-08,38.5,-19.6,0
1.76e-07,25.5,-19.6,0
2.33e-08,38.6,-19.6,0
1.77e-07,25.6,-19.6,0
2.28e-08,38.6,-19.6,0
1.78e-07,25.7,-19.6,0
1.78e-07,25.5,-19.6,0
2.23e-08,38.6,-19.6,0
2.23e-08,38.5,-19.6,0
1.79e-07,25.7,-19.6,0
1.77e-07,25.5,-20.1,0
2.26e-08,38.6,-20.1,0
1.94e-07,25.5,-20.1,0
2.11e-08,38.6,-20.1,0
2.13e-08,38.5,-20.1,0
2.07e-07,25.5,-20.1,0
2.09e-07,25.3,-20.1,0
2.19e-08,38.6,-20.1,0
2.07e-07,25.4,-20.1,0
2.21e-08,38.6,-20.1,0
2.11e-07,25.7,-20.1,0
2.15e-08,38.6,-20.1,0
2.07e-07,25.7,-20.1,0
2.24e-08,38.6,-20.1,0
2.15e-08,38.6,-20.1,0
2.07e-07,25.4,-20.1,0
2.15e-08,38.5,-20.1,0
1.56e-07,25.5,-20.1,0
2.09e-07,25.4,-20.1,0
2.14e-08,38.5,-20.1,0
2.17e-08,38.5,-20.1,0
2.09e-07,25.2,-20.1,0
2.08e-07,25.7,-20.1,0
2.18e-08,38.6,-20.1,0
2.14e-08,38.6,-20.1,0
2.08e-07,25.5,-20.1,0
2.07e-07,25.3,-20.1,0
2.19e-08,38.6,-20.1,0
2.07e-07,25.5,-20.1,0
2.18e-08,38.5,-20.1,0
2.07e-07,25.3,-20.1,0
2.19e-08,38.6,-20.1,0
2.08e-07,25.3,-20.1,0
2.2e-08,38.6,-20.1,0
2.32e-08,38.6,-20.1,0
2.1e-07,25.3,-20.1,0
2.06e-07,25.4,-23.2,0
2.26e-08,38.5,-23.2,0
2.1e-07,25.4,-23.2,0
2.26e-08,38.5,-23.2,0
0.00011371,21.3,-29.0,1
2.27e-08,38.6,-29.0,1
2.31e-08,38.6,-29.0,1
0.000149464,18.3,-29.0,1
0.000149284,18.4,-29.1,1
2.27e-08,38.6,-29.1,1
0.00014867,18.3,-29.1,1
2.33e-08,38.6,-29.1,1
2.26e-08,38.6,-29.0,1
0.000148629,18.4,-29.0,1
2.24e-08,38.5,-29.1,1
0.000148973,18.3,-29.1,1
0.000149174,18.3,-29.1,1
2.2e-08,38.6,-29.1,1
0.000148685,18.3,-29.1,1
2.21e-08,38.6,-29.1,1
2.29e-08,38.6,-29.1,1
0.000149039,18.4,-29.1,1
2.15e-08,38.6,-29.1,1
0.00014918,18.4,-29.1,1
0.000149042,18.2,-29.0,1
2.22e-08,38.6,-29.0,1
2.19e-08,38.5,-29.0,1
0.000148718,18.3,-29.0,1
2.28e-08,38.5,-29.1,1
0.000149144,18.4,-29.1,1
0.000149331,18.2,-29.1,1
2.2e-08,38.6,-29.1,1
2.29e-08,38.5,-29.1,1
0.000149262,18.3,-29.1,1
2.2e-08,38.5,-29.0,1
0.000149313,18.5,-29.0,1
2.25e-08,38.6,-29.1,1
0.000149293,18.4,-29.1,1
2.19e-08,38.6,-21.0,0
0.000149218,18.3,-21.0,0
0.000138159,18.3,-21.0,0
2.25e-08,38.6,-21.0,0
2.26e-08,38.6,-21.0,0
3.04e-07,24.8,-21.0,0
2.99e-07,24.8,-21.0,0
2.3e-08,38.6,-21.0,0
2.33e-08,38.5,-21.0,0
3.03e-07,24.7,-21.0,0
2.23e-08,38.6,-21.0,0
3.04e-07,25.1,-21.0,0
2.27e-08,38.5,-21.0,0
3.04e-07,24.8,-21.0,0
3.05e-07,24.9,-21.0,0
2.18e-08,38.6,-21.0,0
2.29e-08,38.6,-21.0,0
3.01e-07,24.8,-21.0,0
3.04e-07,25.0,-21.0,0
2.25e-08,38.6,-21.0,0
2.26e-08,38.6,-21.0,0
2.99e-07,25.1,-21.0,0
2.98e-07,24.9,-21.0,0
2.18e-08,38.6,-21.0,0
2.99e-07,24.8,-21.0,0
2.22e-08,38.6,-21.0,0
2.14e-08,38.6,-21.0,0
3.01e-07,24.7,-21.0,0
2.15e-08,38.6,-21.0,0
3.04e-07,25.0,-21.0,0
3.03e-07,24.7,-21.0,0
2.2e-08,38.6,-21.0,0
2.13e-08,38.6,-21.0,0
3.04e-07,25.2,-21.0,0
2.26e-08,38.6,-21.0,0
3e-07,25.1,-21.0,0
2.97e-07,25.0,-21.0,0
2.17e-08,38.5,-21.0,0
3.02e-07,24.8,-21.0,0
2.16e-08,38.5,-21.0,0
2.86e-07,25.1,-20.6,0
2.18e-08,38.6,-20.6,0
2.46e-07,25.1,-20.6,0
2.18e-08,38.6,-20.6,0
2.18e-08,38.6,-20.6,0
1.85e-07,25.2,-20.6,0
2.47e-07,24.9,-20.6,0
2.12e-08,38.6,-20.6,0
2.18e-08,38.6,-20.6,0
2.45e-07,25.2,-20.6,0
2.18e-08,38.6,-20.6,0
2.46e-07,25.2,-20.6,0
2.48e-07,25.1,-20.6,0
2.18e-08,38.6,-20.6,0
2.09e-08,38.6,-20.6,0
2.46e-07,25.0,-20.6,0
2.2e-08,38.5,-20.6,0
2.45e-07,25.2,-20.6,0
2.45e-07,25.3,-20.6,0
2.2e-08,38.6,-20.6,0
2.45e-07,25.2,-20.6,0
2.1e-08,38.6,-20.6,0
2.12e-08,38.6,-20.6,0
2.46e-07,25.2,-20.6,0
2.13e-08,38.5,-20.6,0
2.47e-07,25.3,-20.6,0
2.11e-08,38.6,-20.6,0
2.43e-07,25.2,-20.6,0
2.14e-08,38.6,-20.6,0
2.5e-07,25.3,-20.6,0
2.51e-07,25.3,-20.6,0
2.18e-08,38.5,-20.6,0
2.17e-08,38.5,-20.6,0
2.46e-07,25.4,-20.6,0
2.19e-08,38.6,-20.6,0
2.45e-07,25.2,-20.6,0
2.11e-08,38.5,-20.1,0
2.48e-07,25.1,-20.1,0
2.26e-07,25.2,-20.1,0
2.17e-08,38.6,-20.1,0
2.09e-07,25.3,-20.1,0
2.11e-08,38.4,-20.1,0
2.09e-08,38.6,-20.1,0
2.09e-07,25.2,-20.1,0
2.19e-08,38.6,-20.1,0
2.09e-07,25.7,-20.1,0
2.07e-07,25.4,-20.1,0
2.13e-08,38.6,-20.1,0
2.1e-07,25.3,-20.1,0
1.62e-08,38.6,-20.1,0
2.09e-07,25.6,-20.1,0
2.22e-08,38.6,-20.1,0
2.08e-07,25.5,-20.1,0
2.23e-08,38.6,-20.1,0
2.09e-07,25.3,-20.1,0
2.23e-08,38.6,-20.1,0
2.17e-08,38.5,-20.1,0
2.07e-07,25.3,-20.1,0
2.09e-07,25.4,-20.1,0
2.16e-08,38.6,-20.1,0
2.1e-07,25.1,-20.1,0
2.18e-08,38.6,-20.1,0
2.07e-08,37.1,-20.1,0
2.07e-07,25.5,-20.1,0
2.18e-08,38.6,-20.1,0
2.09e-07,25.4,-20.1,0
2.09e-07,25.4,-20.1,0
2.16e-08,38.6,-20.1,0
2.15e-08,38.5,-20.1,0
2.07e-07,25.5,-20.1,0
2.26e-08,38.6,-20.1,0
2.08e-07,25.3,-20.1,0
2.08e-07,25.3,-20.1,0
2.21e-08,38.5,-20.1,0
2.07e-07,25.5,-19.6,0
2.18e-08,38.6,-19.6,0
1.83e-07,25.7,-19.6,0
2.28e-08,38.6,-19.6,0
1.76e-07,25.7,-19.6,0
2.22e-08,38.5,-19.6,0
1.77e-07,25.5,-19.6,0
2.22e-08,38.6,-19.6,0
2.15e-08,38.6,-19.6,0
1.77e-07,25.5,-19.6,0
1.76e-07,25.6,-19.6,0
2.18e-08,38.5,-19.6,0
1.74e-07,25.7,-19.6,0
2.19e-08,38.5,-19.6,0
1.76e-07,25.5,-19.6,0
2.22e-08,38.5,-19.6,0
1.76e-07,25.4,-19.6,0
2.32e-08,38.5,-19.6,0
2.29e-08,38.6,-19.6,0
1.74e-07,25.6,-19.6,0
2.29e-08,38.6,-19.6,0
1.76e-07,25.5,-19.6,0
2.29e-08,37.2,-19.6,0
1.74e-07,25.6,-19.6,0
2.21e-08,38.6,-19.6,0
1.75e-07,25.5,-19.6,0
1.76e-07,25.6,-19.6,0
2.27e-08,38.6,-19.6,0
1.77e-07,25.5,-19.6,0
2.31e-08,38.6,-19.6,0
1.74e-07,25.6,-19.6,0
2.29e-08,38.6,-19.6,0
1.75e-07,26.0,-19.6,0
2.33e-08,38.5,-19.6,0
2.32e-08,38.6,-19.6,0
1.77e-07,25.7,-19.6,0
2.23e-08,38.6,-29.1,1
1.76e-07,25.7,-29.1,1
2.51e-06,25.3,-29.1,1
2.27e-08,38.6,-29.1,1
0.000145532,18.3,-29.1,1
2.24e-08,38.6,-29.1,1
