BER,OSNR,InputPower
0.005870468,23.8,-7.51
0.006579241,24.2,-7.55
0.005993725,24.2,-7.54
0.006239504,23.2,-7.38
0.007196764,23.2,-7.77
0.006804413,22.9,-7.82
0.006912587,22.9,-7.77
0.007124951,23.5,-7.77
0.007086684,23.5,-7.78
0.006889114,22.9,-7.81
0.007204422,23.2,-7.77
0.007302561,22.6,-7.82
0.006718866,23.2,-7.82
0.007905656,22.6,-8.12
0.008234898,22.3,-8.1
0.008465336,22.6,-8.1
0.00804597,22.6,-8.06
0.008084466,22.3,-8.07
0.008194701,22.3,-8.1
0.008339137,22.6,-8.06
0.008594093,22.6,-8.23
0.008947061,22.6,-8.23
0.008684306,22.1,-8.22
0.008955094,22.3,-8.27
0.008983314,22.1,-8.23
0.008916336,22.9,-8.22
0.0088028,22.3,-8.26
0.009076613,22.6,-8.27
0.008659613,22.1,-8.27
0.008738831,22.3,-8.27
0.008963875,22.3,-8.22
0.00894927,22.1,-8.27
0.009581693,22.3,-8.39
0.009621084,22.3,-8.4
0.009508268,22.1,-8.4
0.009648399,22.1,-8.39
0.009523937,21.8,-8.39
0.00956382,21.8,-8.35
0.01026241,22.1,-8.47
0.01006295,22.1,-8.46
0.01002819,21.5,-8.51
0.009622788,21.8,-8.51
0.01075158,21.8,-8.64
0.01075109,21.2,-8.6
0.01001914,22.3,-8.47
0.01011916,21.8,-8.42
0.009938454,21.8,-8.44
0.01022557,21.8,-8.51
0.01018952,22.1,-8.5
0.001934005,29.6,-5.04
0.001863778,28.3,-5.16
0.001913526,29.1,-5.04
0.00188777,29.6,-5.14
0.001699611,29.1,-5.11
0.00175122,29.6,-5.16
0.001772114,28.7,-5.16
0.001823252,29.6,-5.08
0.001835215,30.1,-5.16
0.001930298,29.1,-5.16
0.002876058,27.4,-5.84
0.00245881,27.4,-5.73
0.002524163,27.4,-5.84
0.002628277,27.0,-5.86
0.002437611,26.6,-5.89
0.002504796,27.8,-5.84
0.002705422,27.0,-5.84
0.00312836,26.6,-6.2
0.00307624,25.9,-6.16
0.003294623,27.0,-6.16
0.003185241,26.3,-6.2
0.003183173,27.4,-6.16
0.002939981,26.3,-6.16
0.003021198,26.3,-6.2
0.003239968,26.3,-6.15
0.003384376,26.6,-6.16
0.00325163,26.6,-6.08
0.003624955,25.5,-6.51
0.003972839,25.9,-6.59
0.003937342,26.3,-6.58
0.004035998,25.5,-6.43
0.00395571,25.2,-6.59
0.003946089,25.5,-6.58
0.003699763,25.5,-6.54
0.003984253,25.5,-6.51
0.003903419,25.2,-6.59
0.003764475,27.0,-6.54
0.003705569,26.3,-6.54
0.004971729,25.9,-6.92
0.004789696,24.8,-7.0
0.004891284,24.8,-7.0
0.004577828,24.8,-7.04
0.004971528,24.5,-6.92
0.004509085,24.8,-7.0
0.005073714,24.8,-7.03
0.004925075,25.2,-6.99
0.004935401,24.5,-6.99
0.004869463,24.8,-7.03
0.004618453,24.5,-6.98
0.004484638,24.5,-6.99
0.006367661,23.8,-7.5
0.005807248,24.2,-7.54
0.006255555,23.8,-7.54
0.006291122,23.8,-7.5
0.005781448,23.2,-7.5
0.006266023,23.5,-7.54
0.006285262,23.8,-7.5
0.007232288,22.9,-7.82
0.006915375,23.2,-7.81
0.007309141,23.2,-7.78
0.007136528,23.2,-7.81
0.007198309,23.2,-7.77
0.007098173,22.9,-7.78
0.007210648,23.5,-7.78
0.00730463,23.2,-7.82
0.007175424,23.2,-7.78
0.007199781,23.5,-7.78
0.007028055,23.5,-7.78
0.007009601,22.9,-7.78
0.00704439,23.2,-7.74
0.007218729,23.2,-7.78
0.007286409,22.9,-7.81
0.008441687,22.6,-8.06
0.008113874,22.9,-8.02
0.008284081,22.6,-8.06
0.001859995,28.7,-5.17
0.001750698,28.7,-5.16
0.001835547,30.1,-5.07
0.001954703,29.1,-5.2
0.001804348,28.7,-5.16
0.001836975,29.6,-5.17
0.00187957,29.6,-5.17
0.002453015,27.8,-5.62
0.00241621,27.8,-5.58
0.002300328,28.3,-5.53
0.002612708,28.7,-5.88
0.003811167,25.9,-6.58
0.004901004,24.2,-7.03
0.005607354,24.5,-7.19
0.005392125,24.5,-7.29
0.005495123,24.2,-7.2
0.005637477,24.5,-7.29
0.005436934,23.8,-7.29
0.005551577,24.2,-7.24
0.00590924,23.8,-7.55
0.006245801,24.2,-7.51
0.006120434,23.8,-7.51
0.006267846,24.2,-7.5
0.006269254,23.8,-7.5
0.006311068,23.5,-7.55
0.006822458,22.9,-7.68
0.006768228,23.2,-7.67
0.006369759,23.5,-7.63
0.006729071,23.5,-7.67
0.006860755,23.2,-7.68
0.006671568,23.2,-7.71
0.006778306,23.5,-7.6
0.006979668,23.2,-7.62
0.006789939,23.5,-7.69
0.006428765,23.2,-7.7
0.006766911,23.5,-7.67
0.006603508,23.5,-7.7
0.006903219,23.5,-7.7
0.006670994,23.2,-7.68
0.006475494,23.8,-7.67
0.006872779,23.5,-7.7
0.006905519,23.5,-7.71
0.006834563,22.9,-7.67
0.007000985,22.9,-7.7
0.007344072,22.9,-7.82
0.007352898,22.9,-7.82
0.008121509,22.9,-8.0
0.008040651,23.5,-8.04
0.007995445,22.6,-8.01
0.008076482,22.6,-8.04
0.008832476,22.1,-8.25
0.00903455,22.3,-8.15
0.008544251,22.3,-8.2
0.008991161,22.3,-8.23
0.008559342,22.1,-8.23
0.008509093,22.3,-8.23
0.01014054,21.8,-8.39
0.01012679,22.1,-8.44
0.009600319,21.8,-8.48
0.009860511,22.3,-8.47
0.009844688,21.8,-8.47
0.009820486,22.1,-8.48
0.00984582,21.5,-8.44
0.01076821,21.8,-8.61
0.0101127,21.5,-8.65
0.01055977,21.5,-8.53
0.01017863,21.5,-8.61
0.01067785,21.8,-8.6
0.01029177,21.0,-8.53
0.01061972,21.8,-8.6
0.009117133,22.3,-8.27
0.00838684,22.6,-8.27
0.008864065,22.1,-8.23
0.009094747,22.3,-8.27
0.008782161,22.6,-8.16
0.001944679,30.1,-5.16
0.001921828,30.1,-5.12
0.001920384,29.1,-5.17
0.001830653,29.1,-5.16
0.001672908,30.1,-5.17
0.001907583,29.6,-5.16
0.001829432,29.6,-5.16
0.001923863,29.6,-5.16
0.001928431,29.1,-5.16
0.001783202,29.6,-5.17
0.001688124,30.5,-5.16
0.001828777,29.1,-5.16
0.001786974,29.6,-5.16
0.001863487,29.1,-5.17
0.001829389,28.7,-5.16
0.001894953,29.6,-5.16
0.001831481,29.1,-5.16
0.001819589,28.7,-5.17
0.001950111,28.7,-5.17
0.001904941,29.6,-5.17
0.001905529,28.7,-5.17
0.001925968,29.1,-5.17
0.001685765,29.1,-5.17
0.001657853,29.6,-5.2
0.001733047,30.5,-5.13
0.002761026,27.0,-5.86
0.002770545,28.3,-5.84
0.002500865,27.8,-5.81
0.002715976,27.8,-5.89
0.002816993,27.0,-5.82
0.002719276,27.4,-5.86
0.002798824,25.9,-5.86
0.002521997,28.7,-5.86
0.00277601,27.8,-5.86
0.002827026,27.8,-5.89
0.003058485,27.0,-6.18
0.002973143,27.4,-6.09
0.003779005,25.9,-6.55
0.00400319,25.5,-6.55
0.003948573,25.9,-6.55
0.004073572,26.6,-6.55
0.003757735,25.5,-6.55
0.004025566,26.3,-6.55
0.004103667,25.5,-6.55
0.003981481,25.9,-6.55
0.003616712,25.9,-6.55
0.003989778,25.5,-6.55
0.004403553,25.2,-7.0
0.004790007,24.5,-7.0
0.00494966,24.5,-7.0
0.004537649,24.5,-7.0
0.004773067,24.8,-7.0
0.004797516,24.5,-6.99
0.004805052,24.8,-7.0
0.004541796,25.2,-6.99
0.006292257,24.2,-7.51
0.006376036,23.8,-7.47
0.006282208,23.5,-7.51
0.007388135,22.9,-7.8
0.007506208,23.2,-7.83
0.008189374,22.9,-8.01
0.008411028,22.9,-8.09
0.008619763,22.6,-8.09
0.00802143,22.3,-8.13
0.008390298,22.3,-8.25
0.009031505,22.1,-8.25
0.009015086,22.1,-8.25
0.009174171,22.1,-8.34
0.009528593,22.1,-8.36
0.01014993,21.8,-8.48
0.01012146,22.1,-8.52
0.01007102,21.8,-8.4
0.0108881,21.8,-8.66
0.01079599,21.5,-8.53
0.01082356,21.5,-8.61
0.001873619,28.7,-5.19
0.001918041,29.1,-5.19
0.001871563,29.6,-5.19
0.001791056,29.6,-5.19
0.001806927,29.6,-5.16
0.001943204,30.1,-5.18
0.001945576,29.6,-5.19
0.001916802,29.1,-5.16
0.002014301,28.7,-5.14
0.001751393,28.7,-5.11
0.001908085,29.6,-5.19
0.001923267,29.1,-5.16
0.001908436,29.1,-5.19
0.001820816,28.7,-5.16
0.001930903,29.6,-5.2
0.001958779,29.1,-5.19
0.001866745,28.7,-5.2
0.001830671,29.6,-5.2
0.001925529,28.7,-5.08
0.001750913,30.1,-5.16
0.001924649,29.6,-5.19
0.001899396,29.1,-5.11
0.001713916,29.6,-5.14
0.001721459,28.7,-5.11
0.001954057,28.3,-5.14
0.001903881,29.1,-5.19
0.001903309,29.6,-5.16
0.002223514,29.1,-5.6
0.002224438,27.4,-5.57
0.002295051,27.8,-5.6
0.00212802,28.3,-5.62
0.002383171,28.7,-5.52
0.002314996,28.7,-5.62
0.002361476,28.3,-5.57
0.002488327,27.8,-5.6
0.003177754,26.3,-6.16
0.002962393,27.0,-6.2
0.003038331,27.0,-6.2
0.003242256,26.6,-6.12
0.003207834,26.3,-6.2
0.003264358,27.0,-6.2
0.003153061,27.4,-6.2
0.003207931,27.0,-6.2
0.002974696,27.4,-6.16
0.003220576,26.6,-6.16
0.003292484,27.8,-6.16
0.002980138,27.0,-6.2
0.003281364,26.3,-6.04
0.004473031,24.5,-7.03
0.004651155,24.5,-6.87
0.006029292,23.8,-7.54
0.006243232,24.2,-7.5
0.006029323,23.8,-7.42
0.006104289,24.2,-7.5
0.00627044,23.2,-7.5
0.00699068,23.5,-7.77
0.007298572,23.2,-7.78
0.007388677,23.2,-7.82
0.006799254,22.9,-7.78
0.006801269,23.2,-7.78
0.006944803,23.2,-7.77
0.007227848,22.9,-7.81
0.008149354,22.3,-8.0
0.007920943,22.6,-8.04
0.007959135,22.6,-7.96
0.007996948,22.3,-8.03
0.008132564,22.9,-8.03
0.008032644,22.9,-8.0
0.008992808,22.3,-8.29
0.01027574,21.8,-8.51
0.0101687,22.1,-8.51
0.01051976,22.1,-8.58
0.01010791,21.8,-8.59
0.009823292,22.1,-8.54
0.0104228,22.1,-8.58
0.001948994,29.1,-5.16
0.001922982,28.7,-5.16
0.001754093,30.1,-5.12
0.001882902,29.1,-5.19
0.00233652,27.4,-5.49
0.002303618,28.7,-5.58
0.002313666,28.3,-5.6
0.002322562,29.1,-5.53
0.002758118,28.7,-5.81
0.002463549,28.3,-5.84
0.00283588,26.6,-5.89
0.003228843,26.6,-6.16
0.003218795,26.6,-6.2
0.004572234,27.0,-6.99
0.004955625,24.8,-6.96
0.004838257,24.5,-7.04
0.005616042,24.8,-7.29
0.005574754,24.5,-7.24
0.00564649,24.2,-7.24
0.005843422,24.2,-7.35
0.005919396,23.5,-7.35
0.006192229,23.8,-7.49
0.005748914,23.5,-7.49
0.005858572,23.8,-7.49
0.006858118,23.2,-7.68
0.006569361,23.2,-7.7
0.006810985,23.8,-7.71
0.00695003,23.2,-7.78
0.007253892,23.2,-7.82
0.007878342,22.6,-7.99
0.007725662,22.9,-7.95
0.007729064,22.6,-7.95
0.00850649,22.6,-8.13
0.008082221,22.1,-8.04
0.007965842,22.6,-8.13
0.00856633,22.3,-8.16
0.008456361,22.3,-8.15
0.00848568,22.6,-8.18
0.008024706,22.3,-8.16
0.008587186,22.6,-8.13
0.008496602,22.9,-8.12
0.009132595,22.6,-8.29
0.009190918,22.1,-8.34
0.009313765,22.1,-8.33
0.009427893,22.1,-8.34
0.009241164,22.1,-8.34
0.009196803,22.3,-8.29
0.008731335,21.8,-8.34
0.008812199,22.3,-8.33
0.009183013,21.8,-8.34
0.009011699,22.6,-8.26
0.008984891,21.8,-8.29
0.009408875,22.1,-8.34
0.009367899,22.1,-8.27
0.009382308,21.8,-8.42
0.009871369,22.1,-8.35
0.01004552,21.5,-8.46
0.009847356,21.8,-8.47
0.009478,22.3,-8.47
0.01021433,21.8,-8.45
0.00967878,21.8,-8.52
0.01020038,21.8,-8.48
0.01010601,22.1,-8.52
0.008136999,22.3,-8.12
0.008266862,22.3,-8.07
0.007367057,22.6,-7.93
0.007600415,22.9,-7.93
0.007880173,22.6,-7.93
0.007977299,22.9,-8.04
0.008037241,22.9,-7.97
0.007881598,22.9,-7.96
0.008725402,22.3,-8.18
0.008350608,22.3,-8.21
0.008934492,22.3,-8.13
0.008509851,22.1,-8.18
0.001962916,29.6,-5.16
0.001723102,28.7,-5.19
0.001953736,29.6,-5.2
0.001684496,28.7,-5.08
0.001745868,29.1,-5.12
0.001892339,29.1,-5.2
0.001864483,28.7,-5.12
0.001940257,28.3,-5.12
0.001769404,29.1,-5.16
0.001781712,28.7,-5.16
0.001900505,28.7,-5.19
0.001904179,28.7,-5.16
0.00193591,28.3,-5.19
0.001619085,29.1,-5.07
0.001772899,30.1,-5.19
0.001902512,29.1,-5.11
0.001924308,29.1,-5.19
0.001687166,28.7,-5.16
0.001805193,29.6,-5.19
0.001853744,29.1,-5.19
0.001924895,29.1,-5.16
0.001946543,29.6,-5.16
0.001689556,30.1,-5.19
0.001872161,28.7,-5.16
0.001857725,29.1,-5.16
0.001903773,28.7,-5.2
0.001887849,29.6,-5.12
0.002083804,28.7,-5.16
0.001704106,29.1,-5.16
0.001882105,29.1,-5.2
0.001743574,28.7,-5.16
0.001946587,31.0,-5.08
0.001962067,29.1,-5.12
0.001972093,29.1,-5.12
0.001940609,29.6,-5.12
0.001901498,28.7,-5.16
0.001903877,30.1,-5.16
0.001728357,29.6,-5.16
0.002995662,26.6,-6.04
0.00288472,26.6,-6.2
0.003230239,25.9,-6.2
0.003947258,27.0,-6.55
0.003970621,25.9,-6.58
0.004832913,24.8,-6.98
0.004991117,24.2,-6.94
0.00497708,24.5,-6.99
0.005646798,23.8,-7.24
0.00549493,23.8,-7.24
0.005549681,24.2,-7.43
0.005990043,23.8,-7.39
0.005767203,23.5,-7.48
0.006112673,24.2,-7.44
0.006067496,24.5,-7.39
0.006511218,23.5,-7.67
0.006841355,23.8,-7.69
0.00690169,23.5,-7.7
0.00687601,23.2,-7.77
0.007243831,22.6,-7.82
0.0072408,23.2,-7.92
0.007790806,23.2,-7.92
0.007535617,23.2,-7.88
0.00726975,22.9,-7.93
0.00811604,22.6,-8.03
0.008101621,22.6,-8.0
0.007620798,22.6,-7.89
0.007874846,23.5,-7.96
0.008044772,22.6,-8.04
0.007687961,22.9,-7.93
0.00805087,23.2,-8.04
0.008707229,22.6,-8.13
0.008671927,22.3,-8.18
0.008631403,22.1,-8.18
0.008988518,22.3,-8.28
0.009050862,22.6,-8.28
0.008974676,22.6,-8.31
0.001897207,29.1,-5.19
0.001942797,29.1,-5.11
0.001815354,30.1,-5.16
0.001598342,29.6,-5.19
0.002467277,27.8,-5.53
0.002166153,27.4,-5.53
0.002889691,27.0,-5.84
0.002746867,27.0,-5.89
0.002550532,28.3,-5.89
0.002798974,28.3,-5.84
0.00287597,27.8,-5.89
0.002635787,27.8,-5.81
0.002762469,26.6,-5.84
0.00326609,27.8,-6.16
0.003416359,25.9,-6.16
0.003958051,25.5,-6.54
0.003926905,25.9,-6.59
0.006326054,23.8,-7.54
0.006411742,24.5,-7.55
0.007111986,23.2,-7.77
0.007291583,22.9,-7.78
0.007939002,22.6,-7.95
0.007699859,22.9,-7.97
0.007970046,22.6,-8.09
0.008103998,22.1,-8.09
0.008818291,22.6,-8.13
0.008702341,22.9,-8.2
0.008780017,22.3,-8.21
0.008296984,22.3,-8.04
0.008794275,22.1,-8.25
0.009319106,22.3,-8.33
0.009224394,22.1,-8.33
0.009338318,22.3,-8.29
0.008797159,22.3,-8.33
0.009338553,22.3,-8.28
0.009283466,22.3,-8.29
0.009292306,22.6,-8.33
0.009334574,22.3,-8.34
0.008751903,22.1,-8.29
0.009197169,22.3,-8.33
0.008705433,22.1,-8.33
0.00725934,21.8,-7.78
0.006768645,22.9,-7.7
0.007308308,23.5,-7.82
0.006303115,23.8,-7.55
0.006498391,23.5,-7.38
0.005766994,24.5,-7.22
0.005324808,24.2,-7.3
0.005694019,24.8,-7.33
0.005926942,23.5,-7.55
0.006034751,23.8,-7.55
0.007093675,23.2,-7.8
0.007479825,23.2,-7.87
0.00824817,23.2,-8.1
0.008441619,22.6,-8.12
0.008641168,22.6,-8.21
0.00892406,22.1,-8.21
0.0088086,22.6,-8.21
0.008901336,21.8,-8.33
0.009334865,22.1,-8.29
0.008343511,21.8,-8.1
0.007873706,22.3,-8.02
0.007827382,22.1,-8.02
0.007763854,23.2,-7.83
0.007122896,22.9,-7.83
0.007163106,22.9,-7.88
0.007548378,22.9,-7.87
0.007540752,22.9,-7.84
0.007274799,22.9,-7.92
0.007045003,24.5,-7.92
0.007620085,22.6,-7.92
0.007425749,22.6,-7.84
0.007237707,22.9,-7.93
0.007351511,22.9,-7.92
0.001955937,28.3,-5.14
0.001946054,28.7,-5.14
0.001957709,28.7,-5.14
0.002388115,27.8,-5.56
0.002516534,27.8,-5.59
0.002468166,27.8,-5.55
0.00224918,27.4,-5.59
0.002457296,27.8,-5.59
0.00219092,28.7,-5.56
0.002490207,27.8,-5.55
0.002433916,28.3,-5.55
0.002379391,27.4,-5.58
0.002501071,28.3,-5.58
0.002493099,27.0,-5.58
0.002372091,27.8,-5.59
0.002300946,28.3,-5.58
0.002194706,27.8,-5.58
0.002190385,27.8,-5.58
0.002381764,28.7,-5.58
0.002407309,27.4,-5.58
0.003405522,26.3,-6.16
0.002922877,26.6,-6.13
0.003229742,26.3,-6.13
0.003046255,27.4,-6.18
0.003007364,27.4,-6.16
0.002923648,27.0,-6.18
0.003326779,26.3,-6.13
0.0030909,26.6,-6.16
0.003059189,26.6,-6.16
0.003295501,27.4,-6.16
0.003315459,27.0,-6.18
0.003274286,26.3,-6.13
0.003428454,25.9,-6.18
0.00396365,25.9,-6.55
0.004881759,25.5,-7.0
0.004700455,25.2,-7.02
0.00469768,24.8,-7.02
0.00491522,25.2,-7.02
0.004885752,24.8,-7.02
0.004503537,24.8,-7.02
0.004653009,25.5,-7.02
0.004640042,25.2,-7.02
0.005025446,24.8,-6.97
0.004841341,24.8,-7.02
0.00481225,24.2,-7.02
0.00493314,24.8,-7.0
0.004916305,24.5,-6.97
0.00586945,23.8,-7.52
0.00623379,23.8,-7.52
0.006262377,24.2,-7.44
0.005940297,23.8,-7.51
0.006246737,23.8,-7.48
0.00620868,23.5,-7.55
0.005902206,24.2,-7.51
0.006223129,23.8,-7.51
0.005838444,23.8,-7.51
0.006211655,23.5,-7.51
0.006044699,24.2,-7.51
0.006177232,23.5,-7.51
0.006333743,23.5,-7.47
0.00628491,23.8,-7.51
0.007382576,23.2,-7.78
0.007063054,22.9,-7.82
0.007310882,23.2,-7.78
0.007321648,23.5,-7.82
0.007322292,22.6,-7.78
0.007147921,22.9,-7.82
0.007141304,23.2,-7.78
0.007328136,22.9,-7.78
0.006835101,23.5,-7.82
0.006707996,22.6,-7.78
0.006811664,23.2,-7.8
0.00763243,22.9,-7.84
0.007288748,23.2,-7.89
0.007265668,22.9,-7.95
0.003366037,22.6,-7.94
0.001922236,29.6,-5.17
0.001971015,29.6,-5.17
0.001945638,29.1,-5.17
0.001783924,28.3,-5.12
0.0018621,29.1,-5.16
0.001960112,29.6,-5.17
0.00181857,29.1,-5.17
0.001891449,29.6,-5.12
0.00200583,29.1,-5.12
0.001823007,29.6,-5.17
0.002025478,29.1,-5.17
0.001876122,29.1,-5.17
0.001783726,29.1,-5.12
0.00172012,29.1,-5.17
0.001629412,29.6,-5.13
0.001864596,29.1,-5.18
0.002353221,29.6,-5.59
0.00243672,27.4,-5.59
0.00240769,27.4,-5.63
0.00246767,27.0,-5.55
0.002199537,28.3,-5.6
0.002427166,27.4,-5.6
0.003117009,26.3,-6.19
0.003287267,26.6,-6.18
0.00327625,27.0,-6.19
0.003313648,26.3,-6.1
0.00316325,26.6,-6.18
0.003220498,27.4,-6.19
0.003186671,27.0,-6.14
0.003366492,25.5,-6.14
0.003251653,25.9,-6.18
0.003888611,26.3,-6.55
0.003976058,25.5,-6.55
0.003921495,25.5,-6.59
0.00383395,25.5,-6.59
0.003775225,25.2,-6.52
0.003705573,25.5,-6.55
0.003948748,26.3,-6.51
0.004029444,26.3,-6.55
0.004079278,26.3,-6.55
0.00359216,25.9,-6.55
0.004575104,25.5,-7.0
0.005010073,25.2,-6.99
0.004545738,25.5,-7.0
0.004932811,25.2,-7.0
0.004867374,24.5,-6.99
0.004995956,25.5,-7.0
0.00459733,24.5,-7.0
0.004562835,24.8,-6.96
0.004830077,24.8,-7.0
0.005022807,24.5,-7.0
0.005048937,25.2,-7.0
0.006305063,23.2,-7.48
0.006250332,23.5,-7.55
0.006453913,24.2,-7.48
0.006422273,23.8,-7.51
0.006299094,23.2,-7.51
0.005951286,23.5,-7.51
0.006204663,23.8,-7.51
0.00622324,23.5,-7.43
0.007184164,23.2,-7.78
0.007280514,23.5,-7.75
0.00675609,23.2,-7.8
0.007153269,23.5,-7.8
0.007127887,22.9,-7.8
0.008108214,22.9,-8.04
0.008025117,22.9,-7.97
0.007626419,22.9,-8.01
0.007632314,22.9,-8.02
0.00749729,22.6,-8.07
0.007489199,22.1,-8.02
0.008047157,22.9,-8.01
0.007788671,22.6,-8.02
0.008133637,22.6,-8.09
0.001727765,29.1,-5.12
0.001850074,29.1,-5.17
0.001779442,29.6,-5.17
0.001961637,29.6,-5.17
0.004057637,25.5,-6.59
0.003840521,25.5,-6.55
0.003596648,25.9,-6.55
0.004954909,24.8,-7.0
0.004912542,24.8,-7.0
0.004618831,25.5,-7.0
0.005752102,24.8,-7.31
0.005466579,24.5,-7.31
0.005743936,24.5,-7.28
0.006411507,23.8,-7.51
0.005963532,24.8,-7.52
0.006317433,23.5,-7.52
0.006334298,23.8,-7.51
0.00622029,24.2,-7.51
0.006225809,23.8,-7.52
0.006232186,23.5,-7.51
0.007362119,24.5,-7.8
0.006743706,22.9,-7.71
0.007144489,23.5,-7.8
0.007189086,23.2,-7.8
0.006758904,22.9,-7.78
0.007174601,23.5,-7.74
0.007306336,22.9,-7.78
0.007258805,22.9,-7.78
0.007270382,23.2,-7.78
0.007243195,22.9,-7.78
0.007198884,23.5,-7.75
0.007360609,23.5,-7.82
0.007300211,23.5,-7.78
0.006816989,23.2,-7.75
0.007182512,23.2,-7.78
0.007012426,23.2,-7.78
0.007276241,23.2,-7.78
0.006760357,23.5,-7.78
0.007163882,22.9,-7.78
0.007187324,22.9,-7.8
0.007099058,22.9,-7.75
0.007260761,23.2,-7.82
0.007169203,23.2,-7.75
0.007441705,22.9,-7.95
0.007588896,22.9,-7.96
0.008337472,22.9,-8.08
0.008402344,22.3,-8.08
0.008227467,22.9,-8.08
0.008762956,22.6,-8.22
0.008282788,22.1,-8.19
0.008797789,22.1,-8.15
0.009014413,22.1,-8.26
0.009526108,21.8,-8.38
0.009570382,22.1,-8.38
0.009075741,22.6,-8.25
0.008458504,22.3,-8.25
0.008701868,22.3,-8.14
0.008802942,22.1,-8.18
0.008272835,22.1,-8.18
0.00887312,22.1,-8.18
0.008023497,22.3,-8.08
0.00840774,22.6,-8.07
0.007866819,22.6,-8.08
0.00833412,22.3,-8.03
0.007821032,22.3,-8.07
0.007925351,22.6,-8.07
0.00774741,22.3,-8.07
0.008284518,22.3,-8.19
0.008479051,22.6,-8.15
0.008749488,22.3,-8.19
0.009305438,22.1,-8.31
0.008727538,22.6,-8.26
0.008839191,22.3,-8.21
0.008987068,22.3,-8.25
0.008407679,21.8,-8.25
0.001910787,29.6,-5.17
0.001936313,30.5,-5.16
0.001965201,28.7,-5.17
0.00192251,29.6,-5.16
0.002011625,27.8,-5.12
0.001963288,29.1,-5.12
0.001929075,29.1,-5.17
0.001918639,29.1,-5.17
0.001972464,30.1,-5.12
0.001936181,29.1,-5.17
0.001917041,28.3,-5.17
0.001959371,30.1,-5.17
0.001949846,28.3,-5.17
0.001900497,28.3,-5.17
0.001909707,29.1,-5.16
0.001935921,28.3,-5.17
0.002414858,27.8,-5.58
0.002447638,28.7,-5.53
0.002153921,27.4,-5.58
0.002383068,27.8,-5.58
0.002213883,28.3,-5.53
0.002121741,27.8,-5.58
0.002427053,27.0,-5.58
0.003086403,26.3,-6.18
0.003192663,26.6,-6.14
0.003107437,27.0,-6.18
0.002856873,26.6,-6.14
0.003249224,25.9,-6.13
0.003275068,27.0,-6.18
0.002856873,0.0,-32.44
0.003249224,0.0,-32.5
0.002856873,0.0,-32.45
0.004954705,24.5,-5.82
0.0050339,24.8,-5.82
0.003369086,25.9,-5.87
0.003185041,27.4,-5.86
0.002900581,26.6,-5.86
0.00360579,26.3,-6.14
0.003293265,27.0,-6.18
0.003522184,27.0,-6.18
0.003216574,26.6,-6.18
0.003467081,26.6,-6.18
0.003117504,26.6,-6.14
0.003181326,26.3,-6.18
0.00342783,25.9,-6.19
0.00328784,26.6,-6.18
0.003165163,26.3,-6.19
0.003488815,26.6,-6.14
0.004067489,25.9,-6.57
0.004069871,26.3,-6.52
0.004151762,25.5,-6.57
0.004101718,25.2,-6.52
0.003751656,26.3,-6.53
0.004153368,25.9,-6.53
0.003671427,25.2,-6.57
0.003770164,26.3,-6.53
0.003545841,25.5,-6.52
0.003939126,25.5,-6.52
0.004025831,25.2,-6.57
0.003823004,26.3,-6.57
0.003873085,26.3,-6.57
0.004895633,25.2,-7.0
0.004772177,24.5,-7.0
0.004857329,24.8,-6.93
0.006428491,24.5,-7.52
0.006272767,23.5,-7.51
0.006162354,23.5,-7.51
0.007259161,23.2,-7.78
0.007187099,23.8,-7.83
0.007353472,22.9,-7.8
0.007777027,22.9,-7.96
0.007697777,22.6,-7.92
0.007179958,22.6,-7.96
0.00913125,22.3,-8.31
0.009053491,22.1,-8.32
0.001744061,29.6,-5.13
0.001856062,29.6,-5.13
0.001893347,29.1,-5.13
0.001926036,29.6,-5.18
0.001906399,29.6,-5.13
0.002190484,28.7,-5.63
0.002151888,28.3,-5.55
0.002398954,29.1,-5.55
0.002323905,27.4,-5.58
0.002429718,27.8,-5.59
0.002755219,27.4,-5.86
0.00276992,27.4,-5.86
0.002679505,27.8,-5.86
0.002771683,27.0,-5.86
0.00252057,27.8,-5.86
0.002859691,28.3,-5.86
0.002797905,27.0,-5.82
0.002688681,27.8,-5.82
0.00333718,25.9,-6.18
0.003306081,27.0,-6.18
0.003131358,26.3,-6.13
0.003188637,27.4,-6.19
0.00326054,26.6,-6.18
0.003131358,26.6,-32.49
0.003188637,0.0,-32.48
0.00326054,0.0,-32.44
0.003131358,24.5,-6.19
0.003188637,24.5,-6.1
0.004045992,25.9,-6.18
0.003818058,25.9,-6.18
0.003616378,26.3,-6.14
0.003553771,26.6,-6.18
0.003951945,24.8,-6.37
0.003647754,25.2,-6.33
0.003616262,25.9,-6.37
0.003836227,25.9,-6.37
0.003575768,25.5,-6.37
0.003826031,25.9,-6.37
0.00344668,25.5,-6.37
0.003425095,25.9,-6.37
0.003627883,26.3,-6.33
0.003566894,26.6,-6.37
0.00378627,25.9,-6.49
0.003895586,25.5,-6.45
0.003887241,26.3,-6.49
0.003579475,26.6,-6.45
0.003860121,25.5,-6.48
0.003621353,26.3,-6.45
0.004292259,25.5,-6.74
0.00430646,25.9,-6.7
0.004385381,25.2,-6.7
0.00442542,25.5,-6.7
0.005023469,24.2,-7.0
0.005010136,24.2,-6.97
0.004742453,25.2,-7.02
0.004976145,24.8,-7.02
0.004886436,24.8,-6.96
0.005331772,24.2,-7.31
0.00573675,24.5,-7.26
