BER,OSNR,InputPower
0.005661367,24.5,-7.26
0.004886436,0.0,-32.5
0.005331772,0.0,-32.54
0.00573675,0.0,-32.41
0.004466217,0.0,-32.39
0.006724442,0.0,-32.5
0.004581442,0.0,-32.51
0.004466217,23.2,-6.52
0.006724442,23.5,-6.52
0.004581442,25.2,-6.52
0.004466217,25.2,-6.52
0.004213656,25.5,-6.55
0.00432046,25.2,-6.53
0.00668927,24.8,-7.48
0.00689245,23.5,-7.48
0.008561451,22.3,-8.03
0.001655551,30.1,-5.18
0.001886398,29.1,-5.17
0.001982717,29.1,-5.17
0.001892875,29.6,-5.17
0.001827351,30.1,-5.18
0.001818203,29.1,-5.17
0.001927581,28.7,-5.18
0.001705297,30.1,-5.17
0.001749347,29.6,-5.17
0.001883226,29.6,-5.17
0.001867843,29.6,-5.17
0.002187672,28.3,-5.59
0.002370492,28.3,-5.59
0.001983218,28.7,-5.59
0.002343589,28.3,-5.59
0.00313588,27.0,-6.19
0.003133961,26.3,-6.19
0.00298669,27.0,-6.19
0.003148159,26.6,-6.19
0.003551448,27.0,-6.38
0.0033825,26.6,-6.37
0.003408361,25.5,-6.38
0.003689246,25.9,-6.41
0.003515674,25.9,-6.41
0.00319017,25.9,-6.45
0.003468481,27.4,-6.45
0.00349402,25.9,-6.49
0.003372489,27.0,-6.49
0.003623725,26.6,-6.61
0.003850034,25.9,-6.61
0.003632749,25.9,-6.6
0.0037146,25.5,-6.7
0.004099945,25.9,-6.7
0.004040804,25.9,-6.7
0.004175498,25.2,-6.7
0.004588519,25.2,-6.92
0.004392719,25.2,-6.92
0.004740337,24.8,-6.92
0.004501028,24.5,-6.92
0.00456481,24.8,-6.92
0.004882114,25.5,-7.06
0.004954439,25.5,-7.06
0.004945322,24.5,-7.06
0.004969552,24.8,-7.06
0.004679524,25.5,-7.06
0.00500761,24.8,-7.06
0.004570276,25.5,-7.06
0.004898219,24.8,-7.06
0.005009165,24.5,-7.07
0.004790315,24.8,-7.06
0.005874943,24.8,-7.54
0.006350263,23.5,-7.54
0.006395744,23.8,-7.52
0.005729612,24.2,-7.54
0.007286649,23.5,-7.81
0.006986569,22.9,-7.81
0.006970281,23.2,-7.81
0.007043347,23.8,-7.81
0.007158737,23.2,-7.81
0.007067985,22.9,-7.81
0.007339241,23.5,-7.81
0.007102442,23.2,-7.81
0.007666786,23.2,-7.97
0.007890497,23.2,-7.97
0.007758911,22.6,-7.97
0.007882618,22.9,-7.97
0.008183484,22.9,-8.09
0.008118027,22.3,-8.09
0.007795629,22.6,-8.09
0.008818751,22.3,-8.26
0.008705933,22.3,-8.27
0.009451949,22.1,-8.39
0.009403175,22.1,-8.38
0.008807519,22.1,-8.39
0.009451492,22.6,-8.39
0.001878291,28.7,-5.17
0.001758241,29.1,-5.17
0.001649794,28.7,-5.17
0.001851243,28.7,-5.17
0.001956715,29.6,-5.17
0.002777393,28.7,-5.86
0.00263479,27.8,-5.86
0.002405659,27.4,-5.86
0.00318459,26.6,-6.18
0.002958834,26.6,-6.19
0.00363171,26.6,-6.57
0.003985113,26.3,-6.57
0.003635266,26.6,-6.55
0.004685638,24.2,-7.02
0.004525759,25.9,-7.02
0.004788098,24.8,-7.02
0.005218766,24.5,-7.2
0.004855345,24.8,-7.2
0.005797999,24.5,-7.37
0.005682791,24.2,-7.36
0.005701983,24.2,-7.37
0.006069201,23.5,-7.52
0.006268666,23.8,-7.54
0.006177337,23.8,-7.52
0.006109132,23.8,-7.52
0.006194913,23.8,-7.54
0.005987315,23.5,-7.54
0.006179188,23.8,-7.52
0.006099919,23.5,-7.52
0.006242599,23.2,-7.52
0.006265924,23.8,-7.52
0.006092552,23.5,-7.52
0.006206821,23.8,-7.52
0.006255948,23.8,-7.52
0.005959919,23.8,-7.52
0.006259027,24.2,-7.52
0.006980926,23.5,-7.8
0.007222583,23.2,-7.81
0.006768755,23.2,-7.81
0.007295883,23.5,-7.84
0.007297488,22.6,-7.84
0.008184407,22.3,-8.08
0.008248656,22.6,-8.09
0.007906623,22.9,-8.08
0.008608398,22.3,-8.19
0.008598789,22.6,-8.2
0.009006983,22.1,-8.38
0.009414326,21.8,-8.39
0.008945602,21.8,-8.39
0.009305363,22.1,-8.39
0.009171579,22.3,-8.39
0.009489313,22.1,-8.39
0.009004604,22.3,-8.38
0.009741949,21.8,-8.46
0.009670145,21.8,-8.45
0.01070582,21.8,-8.64
0.01082141,21.2,-8.64
0.01072724,21.5,-8.64
0.01038548,21.5,-8.68
0.01097462,21.8,-8.68
0.01140301,21.8,-8.82
0.0110853,21.2,-8.82
0.01136766,21.5,-8.82
0.01225089,21.0,-8.87
0.01191423,21.2,-8.87
0.01201104,21.2,-8.87
0.01212408,21.2,-8.87
0.01156801,21.0,-8.87
0.01166223,21.2,-8.87
0.01203489,21.0,-8.87
0.01181599,21.2,-8.87
0.01202858,21.0,-8.86
0.0114677,21.5,-8.86
0.01202706,21.0,-8.86
0.01076244,21.8,-8.68
0.001569323,30.1,-5.17
0.001921542,28.7,-5.18
0.001766991,30.5,-5.18
0.001917604,30.1,-5.18
0.001976185,29.1,-5.17
0.001828552,28.3,-5.17
0.001878665,29.6,-5.18
0.001890294,30.1,-5.18
0.001883179,29.6,-5.17
0.001874776,29.1,-5.17
0.001720775,29.1,-5.16
0.001965788,29.6,-5.16
0.001857156,28.7,-5.17
0.001867049,29.1,-5.16
0.001872704,29.1,-5.17
0.001797201,29.6,-5.17
0.002454313,28.3,-5.58
0.002156348,28.3,-5.59
0.002322912,27.8,-5.58
0.002982872,26.6,-6.18
0.00478047,26.6,-7.02
0.004796379,24.8,-7.02
0.004376461,25.2,-7.02
0.005646881,23.8,-7.31
0.005673748,24.5,-7.31
0.006129093,23.8,-7.47
0.00564226,24.2,-7.48
0.006148745,24.2,-7.47
0.007236565,23.2,-7.81
0.00724126,23.2,-7.81
0.00722557,23.2,-7.81
0.007767269,22.6,-8.09
0.008268883,23.5,-8.09
0.008163689,22.1,-8.2
0.00845878,22.3,-8.21
0.008656951,22.3,-8.2
0.009595018,22.1,-8.39
0.009276691,22.3,-8.4
0.008302976,21.8,-8.09
0.008220971,22.9,-8.09
0.007983859,22.1,-8.09
0.007544654,22.9,-7.97
0.007790358,22.6,-7.97
0.007057399,23.2,-7.81
0.007250844,23.5,-7.81
0.006586719,23.5,-7.68
0.006765303,23.2,-7.69
0.006808591,23.5,-7.69
0.006822671,23.5,-7.69
0.006748916,24.2,-7.69
0.006731951,23.5,-7.69
0.006736125,23.2,-7.7
0.008239293,22.6,-8.09
0.008308129,22.6,-8.08
0.00760746,22.9,-8.1
0.008033961,22.6,-8.09
0.008146453,22.6,-8.09
0.008249942,22.3,-8.2
0.008216987,22.1,-8.2
0.008633655,22.3,-8.26
0.008951991,22.6,-8.26
0.009116103,22.3,-8.26
0.008818307,22.1,-8.27
0.008821467,21.8,-8.26
0.008871861,22.3,-8.27
0.008411841,22.1,-8.26
0.008977368,22.6,-8.26
0.009058563,22.1,-8.26
0.008920948,22.6,-8.26
0.008712883,22.1,-8.26
0.008848065,22.6,-8.26
0.008933116,22.6,-8.26
0.008951583,22.1,-8.26
0.009048902,21.5,-8.26
0.008841277,22.3,-8.26
0.001921226,28.7,-5.17
0.001899782,28.7,-5.17
0.001796295,28.3,-5.16
0.001573449,28.7,-5.17
0.001858324,28.7,-5.17
0.001606775,29.6,-5.17
0.001875917,27.8,-5.17
0.001767081,28.7,-5.17
0.001744713,28.3,-5.17
0.001801136,29.1,-5.16
0.001986922,30.1,-5.16
0.001800971,29.1,-5.17
0.001802117,29.6,-5.17
0.001799505,29.6,-5.17
0.001666676,28.7,-5.17
0.001612692,29.6,-5.17
0.001788537,28.7,-5.17
0.002163717,28.3,-5.58
0.002463878,28.7,-5.58
0.002228507,28.3,-5.58
0.002288378,28.3,-5.59
0.002076961,28.3,-5.58
0.002379322,27.8,-5.59
0.002428563,28.7,-5.58
0.002137052,28.3,-5.58
0.00230281,28.3,-5.59
0.002070354,28.7,-5.59
0.00224343,28.3,-5.58
0.002258424,27.8,-5.58
0.002297513,28.7,-5.59
0.002084558,27.4,-5.58
0.002390857,28.3,-5.58
0.002358929,28.7,-5.58
0.002285151,28.7,-5.59
0.002314277,28.7,-5.59
0.002334656,28.3,-5.58
0.003255554,27.0,-6.18
0.003231541,26.6,-6.18
0.00290581,27.0,-6.18
0.003294232,26.3,-6.16
0.002961748,27.0,-6.18
0.00309626,26.6,-6.18
0.002963063,26.6,-6.16
0.003768468,27.0,-6.55
0.004026839,25.5,-6.55
0.003709532,25.5,-6.55
0.004000089,26.3,-6.55
0.003931357,26.3,-6.55
0.003492567,25.9,-6.55
0.004084702,26.3,-6.55
0.004014399,25.2,-6.55
0.004822755,24.5,-7.02
0.004621364,24.5,-7.0
0.004942688,25.2,-7.0
0.004514009,25.2,-7.0
0.004941802,24.8,-7.0
0.004963371,25.2,-7.0
0.006200284,23.8,-7.52
0.006180349,23.8,-7.51
0.0057526,23.8,-7.52
0.005907069,23.8,-7.42
0.005954128,23.8,-7.41
0.005838998,23.8,-7.42
0.005551287,24.8,-7.26
0.00505038,24.2,-7.26
0.006065518,23.5,-7.47
0.005815121,24.2,-7.48
0.005726856,23.5,-7.48
0.005933519,24.2,-7.48
0.005698612,24.2,-7.47
0.005723382,24.2,-7.48
0.006604533,22.9,-7.69
0.006754876,23.5,-7.69
0.006673791,23.8,-7.69
0.007031574,23.2,-7.75
0.001687813,30.5,-5.17
0.001621102,29.6,-5.18
0.001770195,29.1,-5.18
0.001726422,27.8,-5.18
0.001855291,28.7,-5.17
0.001806088,29.6,-5.17
0.001770217,29.6,-5.17
0.001833271,29.6,-5.17
0.001872361,29.6,-5.17
0.002403307,27.4,-5.58
0.002316278,27.4,-5.59
0.002088581,29.1,-5.58
0.002020903,28.3,-5.59
0.002271846,27.4,-5.58
0.002304364,28.3,-5.58
0.002342132,27.8,-5.58
0.002375533,27.4,-5.58
0.002145349,28.3,-5.58
0.002408682,27.8,-5.58
0.002151072,27.4,-5.58
0.002377953,28.7,-5.58
0.0024546,28.7,-5.86
0.002664808,27.8,-5.86
0.002688612,28.3,-5.86
0.002481478,28.3,-5.86
0.002508508,27.0,-5.86
0.00263046,27.8,-5.86
0.002481816,27.0,-5.86
0.0024017,26.6,-5.86
0.002720134,27.0,-5.86
0.002692487,27.4,-5.86
0.002613004,27.4,-5.86
0.003234426,26.6,-6.18
0.003285343,26.3,-6.18
0.003174844,27.0,-6.18
0.002917021,27.0,-6.19
0.002927182,25.9,-6.19
0.003300556,26.6,-6.19
0.003257872,26.3,-6.19
0.003256737,27.0,-6.19
0.003242322,27.0,-6.19
0.002880567,26.6,-6.19
0.003204981,26.6,-6.18
0.003187695,27.0,-6.18
0.003473293,27.0,-6.57
0.004030168,26.3,-6.58
0.003858032,25.9,-6.57
0.003475019,26.3,-6.57
0.003491064,26.6,-6.57
0.004406594,25.5,-6.78
0.004291762,25.2,-6.77
0.004410967,25.5,-6.77
0.004394216,24.8,-7.0
0.004664989,24.5,-7.0
0.004396895,25.2,-7.02
0.006216895,23.8,-7.51
0.006315243,23.8,-7.51
0.006608421,23.2,-7.68
0.006868885,23.2,-7.68
0.006994437,23.2,-7.8
0.006888778,23.5,-7.8
0.00751821,22.9,-7.89
0.007310721,22.9,-7.9
0.007492675,22.6,-7.89
0.006865142,22.9,-7.89
0.007455681,23.5,-7.9
0.007583337,22.6,-7.89
0.007618665,23.2,-7.9
0.007613226,22.6,-7.9
0.007930012,22.9,-8.02
0.007820114,22.9,-8.01
0.008081532,22.9,-8.02
0.008058481,23.2,-8.02
0.007886559,22.3,-8.02
0.007815503,23.2,-8.02
0.001965884,28.7,-5.17
0.00193496,30.1,-5.16
0.001842352,29.1,-5.16
0.001826372,30.1,-5.16
0.001881195,28.3,-5.16
0.002319877,27.8,-5.57
0.002263671,28.3,-5.58
0.002201783,27.4,-5.58
0.002412577,28.7,-5.58
0.002398473,28.7,-5.58
0.002358692,28.3,-5.58
0.00235936,28.3,-5.58
0.002358088,27.8,-5.58
0.002415235,28.7,-5.59
0.002450542,27.8,-5.58
0.002350512,28.7,-5.86
0.002430245,28.3,-5.86
0.002681782,28.7,-5.86
0.002678371,27.4,-5.86
0.002881871,27.0,-5.86
0.002764302,27.0,-5.86
0.00286512,26.3,-5.86
0.002733175,27.0,-5.86
0.002852891,27.0,-5.84
0.002729513,27.4,-5.86
0.002716118,27.4,-5.86
0.002731774,27.4,-5.84
0.00315526,26.6,-6.16
0.002854837,25.9,-6.16
0.003124521,26.6,-6.18
0.003147157,27.0,-6.16
0.003615354,26.3,-6.55
0.003663079,25.5,-6.55
0.003859058,25.9,-6.55
0.003772799,25.9,-6.55
0.003987502,25.5,-6.55
0.003974283,25.9,-6.55
0.003852733,25.5,-6.55
0.003834239,25.5,-6.55
0.003870439,25.9,-6.55
0.003840049,25.9,-6.55
0.004891555,24.8,-7.0
0.005538987,24.5,-7.25
0.00551259,24.5,-7.25
0.005074469,25.2,-7.25
0.005444943,24.8,-7.25
0.005585771,24.2,-7.26
0.005463126,24.2,-7.26
0.005592571,24.2,-7.26
0.005292701,24.2,-7.25
0.005444938,24.5,-7.25
0.00545379,24.8,-7.25
0.005450446,23.8,-7.25
0.005480453,24.5,-7.25
0.005371666,23.8,-7.25
0.005425283,24.5,-7.25
0.005120124,25.2,-7.25
0.005174087,24.5,-7.25
0.005541056,24.5,-7.24
0.007622409,22.9,-7.95
0.007420059,23.2,-7.95
0.007831196,22.9,-7.95
0.007396973,22.3,-7.96
0.007829428,23.2,-7.95
0.007714658,22.9,-7.95
0.00786481,22.6,-7.95
0.007919173,23.2,-8.01
0.008039949,22.6,-8.01
0.00784771,22.6,-8.01
0.00853918,22.3,-8.14
0.008558564,22.6,-8.13
0.008545903,22.6,-8.14
0.008446246,22.1,-8.13
0.007972234,22.6,-8.13
0.008383323,22.6,-8.14
0.001959232,28.7,-5.14
0.001715324,29.1,-5.16
0.001825224,30.5,-5.16
0.001799644,29.1,-5.16
0.001673812,30.5,-5.16
0.001674603,29.1,-5.14
0.001982808,29.6,-5.16
0.001590253,30.1,-5.16
0.00176834,29.6,-5.16
0.001821759,29.1,-5.16
0.001649508,28.7,-5.16
0.001823768,27.8,-5.17
0.002318891,28.3,-5.58
0.002104107,28.3,-5.58
0.00234794,28.3,-5.57
0.002341194,27.8,-5.57
0.002243366,28.7,-5.58
0.002236842,27.4,-5.58
0.00228678,27.8,-5.57
0.002413728,28.3,-5.58
0.002221954,27.8,-5.58
0.002058376,28.3,-5.57
0.002207594,28.7,-5.57
0.002307027,27.8,-5.58
0.002370594,27.4,-5.58
0.00236256,29.1,-5.59
0.002199211,27.8,-5.58
0.002354826,27.8,-5.58
0.002028635,28.3,-5.58
0.002350501,28.3,-5.58
0.00238292,28.3,-5.57
0.002395675,27.8,-5.57
0.003250555,27.0,-6.18
0.003168948,26.6,-6.16
0.002956877,26.3,-6.18
0.003196971,25.5,-6.16
0.003271486,27.8,-6.18
0.003191668,27.0,-6.18
0.003052207,26.6,-6.16
0.003247271,27.4,-6.18
0.003146651,27.0,-6.16
0.003922388,24.8,-6.55
0.003803396,25.5,-6.55
0.003877308,25.5,-6.55
0.004024947,25.5,-6.55
0.003865171,25.9,-6.55
0.003855877,25.5,-6.55
0.003572836,26.3,-6.55
0.003805359,26.3,-6.55
0.003688653,25.5,-6.55
0.003957591,25.5,-6.55
0.00370032,25.5,-6.55
0.004520233,24.5,-7.0
0.004948984,24.5,-7.0
0.004655748,24.5,-7.0
0.004805802,24.5,-7.0
0.004573687,24.5,-7.0
0.004828667,24.2,-7.0
0.0048471,24.5,-7.0
0.004759089,24.8,-7.0
0.004741502,25.2,-7.0
0.00481506,24.8,-7.0
0.004578108,24.5,-7.0
0.004896158,24.5,-7.0
0.004690234,24.5,-7.0
0.006215896,23.5,-7.51
0.00571697,23.8,-7.5
0.006219454,23.5,-7.51
0.005947961,24.2,-7.51
0.006277457,23.5,-7.5
0.008001253,22.9,-8.07
0.008152814,22.6,-8.07
0.009066132,22.1,-8.36
0.009579371,22.1,-8.38
0.009272915,21.8,-8.38
0.001839743,30.1,-5.16
0.001739493,29.6,-5.16
0.001831826,29.6,-5.16
0.00181447,29.1,-5.16
0.001799846,29.1,-5.16
0.001796526,29.1,-5.16
0.00164935,29.1,-5.16
0.001678071,30.1,-5.17
0.001855036,29.6,-5.16
0.001773355,30.1,-5.16
0.001948532,30.5,-5.17
0.001865866,30.1,-5.16
0.001922302,28.7,-5.16
0.002007059,28.7,-5.16
0.001944208,28.7,-5.16
0.001815473,29.1,-5.16
0.001888617,29.6,-5.16
0.001788269,28.7,-5.14
0.001986599,29.1,-5.16
0.001924367,28.3,-5.16
0.002506321,27.0,-5.84
0.002548517,27.4,-5.84
0.00297447,27.8,-6.0
0.003174325,27.4,-6.18
0.003191937,27.0,-6.16
0.003271439,26.3,-6.16
0.002885398,26.3,-6.18
0.003355755,25.9,-6.35
0.003542908,26.3,-6.35
0.003588097,25.5,-6.52
0.003612434,25.9,-6.52
0.003449743,26.3,-6.52
0.00386251,26.6,-6.52
0.003595651,25.9,-6.52
0.004207612,25.5,-6.67
0.004229577,25.9,-6.67
0.004226939,25.5,-6.67
0.00411809,25.5,-6.77
0.004322615,25.5,-6.77
0.004549889,25.2,-6.99
0.004812339,24.2,-6.99
0.006159946,23.5,-7.5
0.006297548,24.2,-7.51
0.006293626,24.5,-7.51
0.006868282,23.2,-7.68
0.006816082,23.5,-7.67
0.006643859,23.5,-7.68
0.007075873,23.2,-7.78
0.006947302,23.5,-7.78
0.007289269,23.2,-7.78
0.007108367,23.2,-7.78
0.007186527,22.9,-7.89
0.007890648,22.9,-8.01
0.00741888,22.9,-8.01
0.007939037,22.9,-8.01
0.008251928,22.6,-8.07
0.007674118,22.9,-8.07
0.008330906,23.2,-8.18
0.008493289,22.6,-8.18
0.008610464,22.3,-8.18
0.008558867,22.3,-8.19
0.008645892,22.6,-8.18
0.008126179,22.3,-8.18
0.008585447,22.3,-8.19
0.008683806,22.6,-8.19
0.00862676,22.3,-8.19
0.00866148,22.6,-8.19
0.008367565,22.3,-8.19
0.008321023,22.6,-8.18
0.008806634,22.3,-8.19
0.008387277,22.3,-8.19
0.008415575,22.3,-8.19
0.008135867,22.6,-8.18
0.008669106,22.6,-8.18
0.009479286,22.3,-8.38
0.003017418,22.1,-8.38
0.003482238,22.1,-8.36
0.001668433,29.1,-5.16
0.001631233,29.1,-5.16
0.001954748,29.1,-5.16
0.001890552,30.1,-5.16
0.00191317,29.6,-5.16
0.001849173,29.6,-5.16
0.001831429,29.6,-5.16
0.001799162,30.1,-5.16
0.001923511,29.6,-5.14
0.001866756,30.1,-5.16
0.00193735,29.6,-5.16
0.001658635,28.3,-5.14
0.00243006,28.7,-5.57
0.002347507,27.8,-5.57
0.002150525,28.7,-5.57
0.0024493,27.4,-5.57
0.002288754,28.7,-5.57
0.002020746,27.4,-5.57
0.002547661,28.7,-5.57
0.002226896,28.3,-5.57
0.002403692,28.3,-5.57
0.00324119,27.4,-6.16
0.003161484,27.0,-6.16
0.003182661,26.3,-6.16
0.003209088,27.4,-6.16
0.003227467,26.3,-6.16
0.003385337,26.6,-6.16
0.003192678,26.3,-6.16
0.003960097,25.5,-6.55
0.00449769,25.2,-7.0
0.004607921,25.2,-7.0
0.006207904,25.2,-7.51
0.006221936,23.8,-7.51
0.005972088,23.8,-7.51
0.004837612,24.8,-7.0
0.004614077,24.8,-7.0
0.003840536,25.9,-6.55
0.004014398,26.3,-6.55
0.004541165,25.2,-7.0
0.004555267,25.2,-7.0
0.0048258,24.5,-7.0
0.004008563,24.8,-6.55
0.003567101,26.3,-6.55
0.004791118,25.5,-7.0
0.0049202,25.2,-7.0
0.004899223,24.8,-7.0
0.00472061,24.8,-6.99
0.004881798,24.8,-7.0
0.004894699,24.8,-6.99
0.004707468,25.2,-6.99
0.00456525,24.8,-7.0
0.004707468,0.0,-32.44
0.006690116,0.0,-6.53
0.004680369,23.2,-6.53
0.004161663,25.5,-6.53
0.004879154,24.8,-6.76
0.004774929,24.5,-6.79
0.004629672,24.8,-6.78
0.00463202,25.9,-6.79
0.004179784,25.5,-6.79
0.004222415,25.9,-6.79
0.004491377,24.8,-6.79
0.004296172,24.8,-6.79
0.004066671,25.9,-6.79
0.004378977,25.5,-6.79
0.004162412,25.2,-6.79
0.004103843,24.8,-6.79
0.004258708,25.9,-6.79
0.004150992,25.5,-6.79
0.004473826,25.5,-7.03
0.004792793,24.8,-7.03
0.00493808,24.8,-7.03
0.004452934,24.8,-7.03
0.001645915,28.7,-5.19
0.001808645,29.6,-5.19
0.001851375,29.6,-5.19
0.001833583,29.1,-5.19
0.001866603,28.7,-5.19
0.001877556,28.3,-5.19
0.001798705,28.7,-5.19
0.001923681,29.1,-5.19
0.001655927,28.3,-5.19
0.001718961,28.7,-5.19
0.001875204,29.1,-5.18
0.001908673,28.3,-5.18
0.001762783,29.1,-5.19
0.001916489,29.6,-5.19
0.001887754,28.3,-5.19
0.002615983,27.4,-5.88
0.002719897,26.6,-5.88
0.002628245,27.4,-5.88
0.002781803,27.4,-5.88
0.002880507,26.6,-6.2
0.00291762,27.0,-6.2
0.002939695,26.3,-6.2
0.002864359,27.0,-6.2
0.003209498,26.3,-6.31
0.00334925,26.6,-6.31
0.003428592,26.3,-6.31
0.003298177,26.3,-6.42
0.003273986,25.5,-6.42
0.003339611,26.3,-6.42
0.003672045,26.6,-6.55
0.003821324,25.9,-6.54
0.003493643,25.5,-6.54
0.003732966,25.2,-6.71
0.004200537,26.6,-6.7
0.004345313,25.2,-6.84
0.004376668,25.5,-6.84
0.004638467,25.2,-6.98
0.004626121,24.8,-6.98
0.004428309,25.2,-7.04
0.004830393,24.5,-7.03
0.004875922,25.5,-7.04
0.004826585,25.2,-7.04
0.004768523,24.5,-7.13
0.004911628,24.5,-7.12
0.004981041,25.2,-7.12
0.005191739,24.2,-7.28
0.005066159,24.2,-7.28
0.005481567,24.2,-7.43
0.005922444,23.8,-7.43
0.006349523,23.8,-7.6
0.00638651,23.8,-7.6
0.006507667,23.2,-7.76
0.006865262,23.8,-7.77
0.0063651,23.5,-7.76
0.006994963,23.5,-7.93
0.007378914,22.6,-7.93
0.007404842,22.9,-7.92
0.008002363,22.9,-8.1
0.008054059,22.9,-8.1
0.007542085,22.6,-8.1
0.00839192,22.1,-8.27
0.008782479,22.1,-8.28
0.009777321,22.1,-8.46
0.00980562,22.1,-8.47
0.0104874,21.8,-8.65
0.0101029,21.8,-8.65
0.0101824,21.8,-8.64
0.0105308,21.8,-8.7
0.0105123,21.5,-8.7
0.01095197,21.5,-8.71
0.01034528,21.5,-8.7
0.01073451,21.8,-8.7
0.01103891,21.5,-8.7
0.01046592,21.8,-8.7
0.01087908,21.2,-8.71
0.001834808,29.1,-5.18
0.001662401,29.1,-5.18
0.001998843,29.6,-5.18
0.002122487,28.3,-5.38
0.002138141,28.7,-5.38
0.002145753,27.8,-5.6
0.002629878,28.3,-5.88
0.002615102,26.3,-5.89
0.002977828,26.6,-6.2
0.003194683,27.0,-6.2
0.003978797,25.9,-6.59
0.003886666,25.9,-6.58
0.004635216,24.8,-7.03
0.004807025,25.5,-7.04
0.004488908,25.2,-7.04
0.005293087,25.2,-7.29
0.005143869,24.5,-7.29
0.005075278,24.2,-7.29
0.002924559,26.6,-6.2
0.002935586,27.0,-6.21
0.00352864,26.3,-6.39
0.003441692,26.6,-6.39
0.003557802,26.6,-6.39
0.003950416,25.9,-6.59
0.003834501,25.2,-6.58
0.00368182,25.9,-6.58
0.004746379,24.5,-7.03
0.004923153,24.8,-7.03
0.004774606,25.5,-7.03
0.005093069,24.5,-7.28
0.005078707,24.2,-7.28
0.005393909,23.8,-7.26
0.005597042,24.2,-7.43
0.005725542,24.5,-7.43
0.005851077,23.8,-7.43
0.005688969,24.2,-7.54
0.006202052,23.8,-7.54
0.006665321,23.5,-7.71
0.00654844,24.2,-7.71
0.007487105,22.9,-7.92
0.007374507,23.2,-7.93
0.007378659,23.2,-7.93
0.003938562,25.5,-6.59
0.003880065,25.9,-6.59
0.004070982,26.3,-6.79
0.004219455,25.2,-6.79
0.004430717,24.8,-7.03
0.004866471,24.8,-7.03
0.004812158,24.8,-7.04
0.004747901,24.5,-7.03
0.004735274,25.2,-7.04
0.004906372,25.2,-7.03
0.004818171,24.8,-7.03
0.005586562,25.2,-7.29
0.00508959,24.8,-7.28
0.00539888,24.2,-7.43
0.005591717,24.5,-7.43
0.006106147,24.2,-7.54
0.005842223,24.2,-7.55
0.006312382,24.2,-7.7
0.006665856,23.5,-7.7
0.006585254,22.9,-7.81
0.004783657,25.5,-7.03
0.004919821,25.2,-7.03
0.004497147,25.2,-7.03
0.005215832,24.2,-7.28
0.005400586,24.5,-7.42
0.005840584,24.2,-7.43
0.006028894,23.5,-7.55
0.006236954,23.5,-7.54
0.006131595,23.8,-7.7
0.006636064,23.5,-7.7
0.006409917,23.5,-7.7
0.006832525,23.2,-7.7
0.006628917,23.5,-7.69
0.001690504,28.7,-5.19
0.001866567,28.3,-5.18
0.001616933,29.1,-5.19
0.001731763,29.1,-5.19
0.001942485,29.6,-5.18
0.00187946,30.1,-5.19
0.001684532,30.1,-5.18
0.001683214,29.1,-5.18
0.00185556,29.1,-5.19
0.001950255,28.7,-5.18
0.001910793,27.8,-5.18
0.001659094,29.1,-5.18
0.001786238,29.6,-5.18
0.001668495,29.1,-5.18
0.001613241,28.7,-5.18
0.001981101,29.1,-5.18
0.001592679,29.6,-5.18
0.001902485,27.8,-5.18
0.001794639,29.1,-5.18
0.001729389,29.6,-5.18
0.0018231,29.6,-5.17
0.001862676,28.7,-5.18
0.001777257,29.6,-5.18
0.001946532,28.7,-5.17
0.001904153,29.1,-5.17
0.001667376,29.1,-5.17
0.001904301,29.1,-5.17
0.001731596,29.1,-5.17
0.001752352,29.6,-5.17
0.0016988,28.3,-5.17
0.001805054,29.1,-5.17
0.001834938,29.6,-5.17
0.002654655,26.6,-5.87
0.002835272,27.8,-5.87
0.002673242,27.0,-5.87
0.002692057,26.6,-5.87
0.002688388,27.4,-5.86
0.002731081,27.4,-5.86
0.002870778,28.3,-6.19
0.003189707,27.0,-6.19
0.003221743,27.4,-6.18
0.003750615,25.5,-6.57
0.003835234,25.9,-6.58
0.003886133,25.5,-6.57
0.004826254,25.9,-7.02
0.004484918,25.9,-7.0
0.004415678,25.2,-7.0
0.004965879,24.8,-7.25
0.005180117,24.2,-7.25
0.00556146,25.2,-7.26
0.004932605,24.5,-7.26
0.005333248,24.5,-7.25
0.0054511,24.5,-7.26
0.005929651,24.2,-7.41
0.005801362,24.2,-7.41
0.007017703,22.9,-7.8
0.006980754,22.9,-7.81
0.00674189,23.2,-7.8
0.006747823,23.2,-7.8
0.007274695,23.8,-7.8
0.006593086,22.9,-7.81
0.007662808,22.9,-7.96
0.007632466,23.2,-7.96
0.00769422,23.2,-7.96
0.007633685,22.6,-7.95
0.00818022,22.3,-8.08
0.008105443,22.9,-8.08
0.008111116,22.9,-8.07
0.008175241,22.3,-8.25
0.008282385,22.1,-8.23
0.009400092,22.1,-8.36
0.009065382,22.1,-8.36
0.009331837,22.3,-8.36
0.00991941,21.8,-8.55
0.0096429,21.8,-8.54
0.001779935,29.1,-5.16
0.001910078,29.1,-5.14
0.002785248,27.0,-5.84
0.002727365,27.4,-5.84
0.002810958,27.4,-5.84
0.002394178,27.8,-5.84
0.002381764,28.3,-5.84
0.002548759,27.8,-5.83
0.002472456,27.0,-5.84
0.002366591,27.0,-5.84
0.002744586,27.8,-5.83
0.002766307,27.4,-5.84
0.003050384,27.0,-6.16
0.003268278,27.0,-6.16
0.002852909,26.3,-6.16
0.002995007,26.3,-6.16
